"","id1","card1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","b6","b7","b10","b13","b16","b19","b22","b25","b28","b31","b33","b35","b37","b39","b41","b43","b45","b47","b50","b53","b56","b59","b60","b61","b62","b63","b65","b66","b68","b69","b70","b72","b73","b74","b76","b77","b79","b81","b82","b84","b85","b86","b87","b88","b89","b90","b91","b92","b93","b96","b98","b99","wave","jew"
"593",51,1,5,4,17,3,2,2,2,3,3,2,3,3,1,3,3,2,3,2,1,4,6,4,8,4,2,1,4,4,5,4,5,6,5,4,6,2,5,8,4,7,2,1,6,5,3,3,3,3,5,3,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,1,1,1,2,1,2,4,1,4,4,1,2,4,100,50,0,100,50,50,100,100,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,50,1,5,2,4,97,4,97,5,5,98,1,2,19,1,12,NA,NA,12,2,3,2,5,5,3,NA,1,2,631,19,1,1,2,1
"594",52,1,3,2,13,3,3,3,2,3,2,2,2,3,1,4,4,1,4,1,2,3,1,7,1,3,5,5,3,4,1,9,5,5,5,5,5,5,7,3,8,1,1,1,3,2,3,2,2,2,3,3,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,1,3,2,1,1,1,1,1,5,100,30,40,60,70,20,60,30,NA,NA,NA,NA,NA,NA,NA,NA,70,50,30,99,3,4,1,4,1,2,1,2,2,2,2,4,22,2,6,NA,NA,12,2,2,1,5,5,3,NA,2,2,308,19,1,1,2,1
"595",53,1,4,4,13,3,3,2,1,2,2,2,3,3,NA,3,3,2,4,3,1,2,5,5,1,1,7,1,2,1,4,4,2,5,5,8,5,5,6,5,5,4,4,NA,4,2,5,3,3,3,5,3,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,2,3,4,4,4,3,4,1,4,4,1,4,3,50,50,20,10,80,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,70,20,10,30,2,4,2,4,3,5,3,1,1,15,1,4,26,2,11,NA,NA,12,2,2,2,3,2,3,NA,1,2,903,20,1,1,2,1
"596",54,1,5,4,13,3,2,2,1,3,3,1,3,4,2,3,4,1,1,3,4,2,1,5,5,1,7,1,1,5,1,7,1,6,6,5,4,3,8,7,3,10,3,3,5,3,5,2,2,4,5,2,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,3,4,2,4,3,4,1,4,1,4,4,5,100,50,0,50,50,50,50,30,NA,NA,NA,NA,NA,NA,NA,NA,30,30,0,80,1,5,1,5,1,2,3,1,2,2,1,3,26,2,6,NA,NA,17,1,1,1,3,2,3,NA,1,2,631,20,1,1,2,1
"597",55,1,5,4,2,5,1,1,2,1,2,1,4,4,1,2,4,3,3,4,1,2,5,2,7,6,8,1,5,7,8,3,5,8,5,5,10,1,4,4,4,8,2,2,7,3,1,1,3,1,2,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,1,1,1,3,3,3,1,2,2,2,2,2,3,50,50,35,18,30,2,9,10,NA,NA,NA,NA,NA,NA,NA,NA,50,70,80,80,1,3,5,4,2,1,2,4,1,97,1,2,78,1,12,NA,NA,13,2,3,5,3,1,3,NA,1,2,366,20,1,1,2,1
"598",56,1,5,3,17,2,2,3,2,4,2,2,2,2,2,4,4,2,1,4,2,3,1,2,1,3,1,3,10,3,1,10,1,1,4,1,1,5,1,1,2,1,3,1,4,1,2,2,5,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,2,4,4,4,4,1,3,1,1,1,1,1,1,100,70,50,30,70,40,10,40,NA,NA,NA,NA,NA,NA,NA,NA,50,80,90,50,5,2,1,4,8,2,8,2,2,11,2,5,20,4,11,NA,NA,14,2,1,1,5,9,1,NA,4,2,278,20,1,1,2,1
"599",57,1,3,2,1,2,4,4,2,4,3,4,3,3,2,3,3,2,4,1,2,3,3,8,1,9,1,7,6,5,4,9,1,1,8,1,1,8,1,1,8,1,3,1,2,3,4,3,2,1,1,3,1,3,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,3,2,2,4,3,4,1,1,3,1,4,2,100,0,0,100,50,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,50,4,2,1,4,6,2,6,2,2,3,1,5,22,4,14,NA,NA,16,2,3,1,4,6,2,NA,3,2,278,20,1,1,2,1
"600",58,1,4,2,13,3,NA,2,2,2,3,2,2,2,1,3,4,3,4,1,3,2,6,8,5,7,7,6,5,6,4,10,6,5,8,6,5,7,7,5,7,4,1,1,1,5,5,5,5,5,5,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,3,3,3,3,3,3,3,1,1,1,1,1,5,100,100,60,60,60,60,60,70,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,70,2,4,2,4,1,2,1,2,2,2,1,4,63,2,13,NA,NA,20,1,1,1,8,2,1,NA,1,2,904,20,1,1,2,1
"601",59,1,5,3,10,3,1,3,2,3,3,2,3,3,1,2,4,1,4,3,2,1,7,5,1,1,1,1,1,9,2,7,1,1,7,1,8,1,1,1,1,1,2,1,3,4,4,4,4,4,4,1,1,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,2,1,1,2,1,3,4,1,1,1,1,1,4,100,100,NA,NA,NA,30,50,50,NA,NA,NA,NA,NA,NA,NA,NA,50,50,20,80,2,3,2,4,2,3,2,NA,1,1,2,3,62,1,3,92,1,14,2,5,3,3,2,3,NA,1,2,454,20,1,5,2,1
"602",60,1,3,2,1,3,3,3,3,4,3,3,2,2,2,4,4,3,1,2,4,3,4,10,2,10,7,10,4,5,4,10,3,3,9,5,6,6,6,4,9,3,1,1,2,2,3,4,2,2,2,3,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,2,2,3,3,1,1,1,1,4,5,37,20,12,12,17,10,7,5,NA,NA,NA,NA,NA,NA,NA,NA,50,70,10,90,4,3,2,4,1,2,1,2,2,2,4,5,22,1,11,NA,NA,12,2,1,5,9,6,1,NA,1,2,513,20,1,1,2,1
"603",61,1,5,4,13,4,1,1,1,1,3,1,1,1,1,3,2,3,4,3,1,2,10,1,6,5,4,4,3,4,9,3,3,9,5,8,9,3,3,9,6,5,2,2,5,2,4,1,4,3,1,2,3,1,1,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,3,3,4,3,3,3,3,1,4,1,2,3,1,100,50,0,30,60,30,20,30,NA,NA,NA,NA,NA,NA,NA,NA,90,0,60,0,2,4,3,1,98,3,98,1,1,1,1,3,44,2,12,NA,NA,12,2,2,1,4,5,3,NA,1,2,278,20,1,1,2,1
"604",62,1,5,4,13,4,1,2,1,1,1,1,4,4,1,1,1,1,4,3,1,2,5,1,10,1,1,1,1,1,8,1,5,10,1,1,9,1,1,10,1,1,4,2,4,5,1,1,1,3,2,3,4,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,1,1,4,1,1,2,1,2,2,2,2,2,5,100,0,0,0,80,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,100,0,90,0,1,1,5,1,4,1,4,1,1,8,1,1,80,2,4,52,NA,11,NA,3,5,2,2,3,NA,1,2,631,20,1,1,2,1
"605",63,1,5,4,10,4,1,1,1,2,2,2,3,3,1,2,1,3,4,3,1,2,8,5,9,6,7,1,1,3,8,5,6,8,6,6,7,7,8,8,4,9,2,2,6,2,5,5,3,2,2,1,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,1,1,2,1,3,1,1,2,2,1,2,5,80,50,30,80,80,40,60,80,NA,NA,NA,NA,NA,NA,NA,NA,80,60,50,30,1,4,3,3,2,1,4,1,1,1,1,2,66,1,13,NA,NA,17,1,3,1,4,1,1,NA,1,2,213,20,1,1,2,1
"606",64,1,3,3,13,3,2,3,2,3,1,2,2,2,2,4,NA,2,4,2,1,3,1,8,1,6,1,8,7,7,1,8,1,6,8,1,1,8,1,1,8,1,1,3,2,2,5,5,3,3,2,3,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,3,2,3,3,3,2,1,1,1,1,1,4,80,30,0,80,0,0,80,60,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,60,4,1,1,2,1,2,1,2,2,2,1,4,65,3,1,62,NA,12,2,4,5,4,4,3,NA,3,2,398,20,1,1,2,1
"607",65,1,5,4,28,4,4,4,4,4,4,4,4,4,2,4,4,1,3,4,2,1,3,3,1,3,3,3,3,8,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,4,4,4,3,NA,2,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,NA,3,NA,4,4,3,4,1,1,1,1,4,NA,50,0,0,0,50,NA,50,100,NA,NA,NA,NA,NA,NA,NA,NA,50,100,0,50,3,4,1,4,11,3,11,2,2,12,4,3,29,3,3,94,1,15,2,4,3,2,4,3,NA,2,2,550,20,1,5,2,1
"608",66,1,5,3,1,3,3,4,1,3,3,3,3,3,2,4,4,2,4,2,1,3,5,8,5,6,6,6,6,6,6,8,3,1,8,6,5,8,5,6,8,6,2,1,3,2,2,1,2,1,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,2,4,2,2,4,2,1,1,1,1,1,1,99,0,1,6,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,0,3,2,1,2,1,2,96,2,5,2,1,5,20,2,6,NA,NA,12,2,4,1,6,5,3,NA,2,2,574,20,1,1,2,1
"609",67,1,4,3,13,3,3,3,1,4,3,2,2,3,2,3,3,1,2,3,1,4,1,5,1,7,1,4,10,5,1,5,1,1,5,1,1,5,1,1,3,1,4,1,1,3,5,3,5,3,5,1,3,3,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,4,1,3,2,3,2,3,2,1,3,3,1,3,2,100,50,0,100,0,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,50,5,1,1,3,7,2,7,2,2,19,1,4,30,4,6,NA,NA,16,2,2,2,3,6,4,NA,4,2,37,20,1,1,2,1
"610",68,1,4,3,1,4,2,2,2,3,2,2,2,3,2,2,2,2,4,3,1,2,5,6,3,4,7,6,1,5,5,7,5,5,7,7,4,5,7,5,5,7,4,3,4,4,4,4,5,2,4,1,3,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,2,4,4,3,3,3,4,1,4,1,1,3,3,70,40,40,70,50,70,70,50,NA,NA,NA,NA,NA,NA,NA,NA,80,60,60,50,3,5,1,5,16,2,16,2,1,1,1,3,38,2,3,91,1,16,1,3,2,5,4,3,NA,2,2,574,20,1,1,2,1
"611",69,1,5,4,1,3,1,1,1,3,2,2,1,1,1,2,2,1,4,3,1,2,8,2,5,1,6,7,1,3,9,6,1,8,4,7,9,5,7,8,6,7,2,2,4,2,1,3,2,2,3,3,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,1,1,1,1,1,2,1,2,2,2,2,2,1,20,80,50,0,40,30,0,20,NA,NA,NA,NA,NA,NA,NA,NA,30,100,40,90,1,3,4,5,2,1,2,1,2,2,1,2,40,1,14,NA,NA,16,1,3,1,3,2,2,NA,1,2,278,20,1,1,2,1
"612",70,1,4,3,20,3,2,2,2,3,NA,3,4,4,2,3,NA,2,1,3,4,2,8,5,7,7,4,1,2,5,9,7,5,9,9,5,7,5,7,3,3,5,4,2,5,5,5,4,4,4,4,2,3,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,2,3,3,3,1,3,4,3,2,3,3,2,1,90,70,10,50,50,40,100,50,NA,NA,NA,NA,NA,NA,NA,NA,80,20,20,60,1,3,2,3,97,1,97,1,1,1,1,2,25,3,6,NA,NA,12,2,NA,2,4,1,3,NA,3,2,905,20,1,1,2,1
"613",71,1,2,2,13,3,2,2,2,3,2,2,3,3,1,2,2,1,4,3,1,2,5,10,7,8,7,5,6,5,1,10,5,6,10,9,6,10,9,6,10,7,1,1,1,2,5,5,2,2,5,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,2,2,2,3,2,3,3,1,1,1,1,1,5,100,0,0,70,80,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,10,50,0,90,2,3,2,3,1,2,1,2,1,1,2,4,38,3,11,NA,NA,12,2,3,3,5,4,3,NA,2,2,655,20,1,1,2,1
"614",72,1,5,3,13,5,3,3,2,3,2,2,3,3,1,3,4,1,2,1,4,3,7,9,4,10,6,4,5,5,8,10,1,3,9,6,5,7,6,4,9,6,1,2,4,2,2,2,2,3,3,1,1,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,2,3,3,2,3,3,4,3,3,3,1,3,5,100,70,60,90,90,40,50,80,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,50,4,4,2,4,1,2,1,2,2,2,1,3,42,3,11,NA,NA,15,2,2,2,5,5,2,NA,2,2,550,20,1,1,2,1
"615",73,1,5,4,2,2,1,1,1,1,1,1,4,4,1,2,1,2,3,4,1,2,5,4,9,4,7,2,3,3,7,5,10,9,5,7,8,4,9,8,7,10,2,2,6,2,3,3,3,1,2,3,2,2,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,1,2,3,1,2,3,1,4,2,3,2,4,100,100,0,100,40,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,100,30,0,100,1,4,5,3,4,1,4,1,5,1,1,2,27,1,6,NA,NA,16,1,3,2,4,2,3,NA,1,2,213,20,1,1,2,1
"616",74,1,3,2,1,3,2,1,2,2,2,2,3,3,1,2,3,1,1,4,3,2,8,2,4,NA,2,3,1,4,7,2,1,7,4,4,8,3,3,6,2,2,2,2,5,2,1,1,2,3,2,3,2,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,90,50,40,10,20,20,5,40,NA,NA,NA,NA,NA,NA,NA,NA,100,40,0,20,2,2,1,1,2,1,2,1,1,1,1,1,NA,NA,6,NA,NA,12,2,3,2,3,4,3,NA,2,2,631,20,1,1,2,1
"617",75,1,4,3,13,5,2,2,2,2,3,2,3,3,1,4,3,2,3,4,1,2,5,5,7,3,3,3,3,3,5,5,3,5,3,5,5,3,5,5,3,5,4,4,5,4,4,4,4,3,3,3,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,2,4,4,4,4,4,4,1,4,3,1,4,3,80,60,50,30,60,30,50,30,NA,NA,NA,NA,NA,NA,NA,NA,60,50,50,70,2,3,2,4,96,3,4,1,1,1,1,1,27,2,3,79,NA,15,1,3,2,4,3,3,NA,1,2,9,20,1,1,2,1
"618",76,1,3,3,1,3,3,3,2,3,3,3,3,3,1,3,2,2,1,4,3,2,3,5,3,4,1,5,5,3,3,5,1,1,6,1,3,3,1,3,5,1,3,3,1,5,5,4,4,4,4,1,3,3,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,2,3,4,3,3,3,3,1,3,3,3,3,5,100,50,50,70,70,70,80,40,NA,NA,NA,NA,NA,NA,NA,NA,70,70,0,80,4,2,2,4,7,2,7,2,2,19,1,4,31,4,13,NA,NA,16,1,3,2,2,4,3,NA,3,2,398,20,1,1,2,1
"619",77,1,5,4,13,5,2,3,2,4,2,2,3,3,1,1,4,3,3,1,4,2,1,7,1,1,5,4,1,1,4,9,1,5,9,3,4,4,1,2,5,1,4,1,1,NA,5,5,4,1,1,3,1,1,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,2,4,2,2,2,3,4,1,3,3,1,3,5,100,50,50,80,60,40,50,90,NA,NA,NA,NA,NA,NA,NA,NA,100,50,10,80,3,5,1,5,1,2,1,2,2,2,1,3,40,2,11,NA,NA,12,2,5,3,6,5,3,NA,1,2,483,20,1,1,2,1
"620",78,1,5,4,14,5,4,NA,1,1,4,2,4,3,1,4,4,1,1,2,3,4,1,8,1,8,1,8,1,1,1,10,1,1,8,1,1,8,1,1,8,1,4,4,4,5,1,1,1,1,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,3,3,1,2,2,3,2,1,1,1,1,1,5,100,0,50,100,0,0,100,50,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,75,5,3,1,5,1,2,6,1,1,2,1,2,39,2,6,NA,NA,16,1,1,3,3,4,2,NA,2,2,631,20,1,1,2,1
"621",79,1,5,4,17,5,4,4,2,4,4,4,2,2,2,4,3,4,4,3,1,2,4,7,1,6,2,8,10,5,2,10,1,1,8,1,4,7,5,1,9,1,4,1,3,3,5,5,4,2,2,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,1,3,2,2,1,3,2,1,1,4,1,3,1,100,0,0,70,0,80,100,20,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,70,5,1,1,4,8,2,8,2,2,11,1,4,53,2,11,NA,NA,19,1,5,2,3,3,3,NA,2,2,631,20,1,1,2,1
"622",80,1,5,4,10,4,1,1,2,1,2,1,4,4,1,2,1,2,3,4,1,2,8,4,9,5,4,1,5,5,9,3,5,7,1,2,7,2,2,8,5,8,2,2,6,NA,NA,NA,NA,NA,NA,3,3,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,4,1,1,1,1,2,1,3,2,2,3,2,3,70,30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,70,30,10,50,1,3,5,2,4,1,4,1,1,8,2,1,27,1,6,NA,NA,16,1,2,2,5,5,3,NA,1,2,631,20,1,1,2,1
"623",81,1,5,NA,29,4,4,3,2,4,4,3,1,1,2,4,4,4,1,2,3,4,4,4,1,6,2,6,2,3,3,4,1,4,6,2,1,1,1,2,6,1,4,1,NA,1,4,5,1,1,3,2,1,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,4,4,2,4,3,4,1,1,1,1,4,5,100,50,0,100,50,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,70,0,30,80,5,3,1,5,97,2,6,2,2,2,1,7,40,2,3,59,NA,21,1,2,3,NA,4,3,NA,1,2,631,20,1,1,2,1
"624",82,1,3,3,13,3,2,2,1,3,2,1,3,3,1,2,1,2,3,4,1,2,7,5,5,3,9,3,1,2,7,5,1,9,6,7,6,6,8,7,6,10,4,2,4,5,5,5,3,3,5,3,3,1,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,3,3,1,3,1,3,4,1,2,2,4,2,3,95,50,50,90,80,80,90,80,NA,NA,NA,NA,NA,NA,NA,NA,80,50,0,70,2,5,2,3,3,1,3,1,1,1,1,3,30,1,13,NA,NA,17,1,3,3,4,3,3,NA,1,2,122,20,1,1,2,1
"625",83,1,3,4,17,4,4,4,3,3,3,2,1,3,2,4,4,1,1,2,4,3,4,5,1,9,5,8,1,1,1,1,1,4,6,1,1,1,3,1,1,1,4,1,1,2,5,5,5,3,3,3,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,3,4,2,4,3,4,1,1,3,1,2,3,100,20,5,7,8,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,70,20,40,10,5,3,1,4,NA,NA,NA,1,2,12,1,5,57,2,3,57,NA,13,2,4,1,3,2,3,NA,2,2,5,20,1,1,2,1
"626",84,1,5,4,17,3,1,1,2,2,1,1,4,4,1,2,2,1,3,4,1,2,8,1,10,1,1,1,1,1,10,1,7,6,1,1,5,5,1,6,6,1,2,2,7,4,4,4,4,2,5,3,3,1,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,4,1,1,3,3,3,4,4,2,3,2,1,5,100,40,0,95,0,90,95,95,NA,NA,NA,NA,NA,NA,NA,NA,95,0,0,40,1,1,5,1,4,1,4,1,1,18,1,1,52,1,14,NA,NA,14,2,4,1,4,4,3,NA,1,2,906,20,1,1,2,1
"627",85,1,5,3,13,3,3,3,2,4,3,2,2,3,1,4,4,1,3,1,4,2,3,6,2,6,8,8,1,2,5,6,4,4,8,9,4,8,9,4,8,9,4,1,3,2,4,4,2,3,1,3,1,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,3,2,2,2,3,2,1,2,4,1,1,2,100,80,20,80,80,80,100,80,NA,NA,NA,NA,NA,NA,NA,NA,70,20,0,20,4,5,1,4,97,2,3,2,1,4,1,4,24,1,13,NA,NA,15,1,2,1,3,2,2,NA,1,2,631,20,1,1,2,1
"628",86,1,3,3,1,3,2,1,1,2,2,2,4,4,2,2,4,2,4,2,1,3,2,7,6,4,5,2,5,4,6,3,3,3,8,5,2,8,5,3,8,4,2,1,2,2,1,1,2,2,1,1,2,1,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,1,1,2,2,2,3,2,2,2,1,1,1,4,80,70,20,30,40,10,5,20,NA,NA,NA,NA,NA,NA,NA,NA,40,20,70,60,3,1,3,3,1,2,1,2,2,2,1,5,40,1,6,NA,NA,12,2,2,2,4,3,3,NA,1,2,631,20,1,1,2,1
"629",87,1,4,3,17,3,3,2,2,2,3,3,4,4,1,2,3,2,1,4,2,3,8,6,4,5,4,4,5,4,6,4,5,8,5,5,8,4,5,7,4,5,4,4,4,2,5,5,2,2,3,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,2,3,3,4,3,3,3,1,4,1,1,3,5,90,50,20,20,40,50,5,10,NA,NA,NA,NA,NA,NA,NA,NA,40,20,60,70,3,1,1,5,2,1,2,1,1,1,1,1,60,2,6,NA,NA,12,2,3,2,3,2,3,NA,2,2,631,20,1,1,2,1
"630",88,1,1,1,1,3,4,4,2,4,4,4,1,1,2,4,4,4,1,2,4,3,1,10,7,5,NA,6,5,5,1,5,1,1,10,4,1,10,2,1,10,2,1,1,1,2,2,1,1,5,2,1,2,2,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,5,100,0,0,0,10,20,40,0,NA,NA,NA,NA,NA,NA,NA,NA,100,60,0,80,5,3,1,1,1,2,1,2,2,2,1,5,42,4,6,NA,NA,8,NA,3,5,4,3,2,NA,4,2,631,20,1,1,2,1
"631",89,1,4,3,16,2,1,3,1,1,1,1,4,4,1,2,4,2,4,3,1,2,8,6,9,8,6,3,4,5,9,6,2,5,4,2,9,6,4,9,6,2,2,1,1,3,2,2,2,2,3,3,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,1,4,4,1,2,1,1,2,2,1,2,1,100,60,90,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,60,60,70,60,3,4,4,4,4,3,4,5,5,98,1,1,19,2,6,NA,NA,12,2,5,1,6,3,2,NA,2,2,631,20,1,1,2,1
"632",90,1,5,4,17,3,1,1,1,1,1,1,1,1,1,2,2,1,4,3,1,2,5,1,10,1,4,1,1,1,5,1,4,9,1,5,5,1,5,5,1,5,2,2,6,1,4,4,3,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,2,1,1,1,1,2,4,4,2,2,2,2,5,100,80,20,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,1,3,4,4,4,1,4,1,1,8,1,1,70,2,3,36,NA,12,2,3,1,3,2,3,NA,2,2,631,20,1,1,2,1
"633",91,1,4,4,13,3,2,2,1,2,1,1,4,4,1,2,2,2,3,1,4,2,8,4,5,4,5,5,6,4,NA,5,3,8,4,6,7,3,5,8,4,5,2,1,4,2,3,2,1,2,2,3,3,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,2,90,40,20,10,30,5,20,5,NA,NA,NA,NA,NA,NA,NA,NA,50,30,90,40,2,2,1,3,3,2,3,1,4,97,1,5,NA,1,6,NA,NA,12,2,3,3,4,4,3,NA,1,2,631,20,1,1,2,1
"634",92,1,5,3,16,5,1,1,1,1,1,1,3,3,1,3,1,1,4,3,1,2,10,1,10,1,10,1,1,1,10,1,5,8,1,5,8,1,4,6,1,4,4,4,7,2,1,2,1,1,1,2,2,1,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,1,1,2,1,2,1,2,2,2,2,2,3,100,80,60,70,60,60,80,80,NA,NA,NA,NA,NA,NA,NA,NA,100,40,50,20,5,1,5,1,2,1,2,1,1,1,4,1,47,2,6,NA,NA,16,1,5,4,3,3,4,NA,1,2,699,20,1,1,2,1
"635",93,1,5,3,1,4,3,3,2,3,3,3,1,3,2,1,3,1,1,3,2,4,2,8,1,5,1,9,NA,1,1,8,1,1,10,1,1,5,1,1,7,1,1,1,1,2,4,3,5,1,2,3,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,2,2,2,2,2,3,2,1,1,1,1,3,3,100,60,0,100,50,30,100,70,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,90,4,2,2,4,1,2,1,2,2,2,1,5,73,1,3,51,NA,18,1,3,5,3,1,3,NA,1,2,213,20,1,1,2,1
"636",94,1,4,3,1,4,2,2,1,3,3,1,1,1,1,3,4,1,4,1,3,2,3,7,1,6,1,6,5,1,1,9,1,2,8,1,2,2,1,2,6,1,4,1,2,5,3,2,2,3,3,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,2,3,3,2,2,3,4,1,1,1,1,1,5,90,60,10,60,0,50,70,30,NA,NA,NA,NA,NA,NA,NA,NA,95,10,0,80,3,1,1,5,98,5,98,2,2,10,1,5,49,3,5,64,NA,12,2,2,5,6,4,3,NA,2,2,11,20,1,1,2,1
