"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","i61","i62","i63","i64","i65","i66","i67","i68","i69","i70","i71","i72","i73","i74","i75","i76","i77","i78","i79","i80","i81","i82","i83","i84","i85","i86","i87","i88","i89","i90","i91","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42"
"32",32,1,4,3,9,3,8,5,3,3,3,3,1,1,5,2,3,2,2,40,2,3,2,1,2,1,1,4,4,4,4,4,4,3,4,1,4,3,2,8,8,3,9,3,5,8,1,8,1,9,8,3,8,5,1,2,1,4,2,1,3,4,4,4,4,4,4,4,9,8,9,1,1,9,10,10,3,1,2,3,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,4,4,3,3,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,2,2,1,3,2,1,1,3,NA,2,3,1,1,2,2,4,2,3,4,2,1,2,1,2,2,2,2,4,3,3,4,1,3,1,3,1,3,5,NA,1,3,1,3,1,3,1,3,1,3,3,1,5,NA,3,5,1,2,2,3,2,NA,1,2,8,0,5,1,1,5,1,7,29,3,2,1,3,4,3,94,12,2,5,2,1,NA,3,2,3,3,1,1,12,4,6
"33",33,1,5,4,2,2,5,5,3,NA,NA,6,7,1,5,2,2,3,2,49,2,4,1,1,2,1,3,3,3,4,4,4,4,3,4,1,4,3,2,8,10,3,8,9,7,8,1,10,3,8,8,1,9,5,2,4,3,1,1,2,3,3,3,3,3,3,3,3,8,10,9,1,1,7,9,9,3,2,2,2,3,2,3,2,2,2,2,2,2,1,1,2,2,2,2,7,4,4,3,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,3,2,1,1,2,1,1,2,1,3,3,1,1,1,2,4,2,2,3,3,1,1,1,1,2,1,1,4,1,1,4,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,3,2,3,2,3,2,3,3,5,1,3,4,3,4,6,1,2,5,2,2,2,5,13,1,1,19,3,1,2,3,4,6,NA,12,2,5,1,1,1,5,3,3,1,1,2,12,4,6
"34",34,1,3,3,3,2,1,4,3,3,3,1,1,1,4,3,2,2,4,10,2,3,3,1,2,1,2,4,4,4,4,4,4,2,4,1,4,3,2,8,10,2,8,6,6,8,1,9,1,8,8,2,8,5,1,3,3,4,2,2,3,3,3,3,3,3,3,3,9,9,8,1,1,8,9,9,1,1,2,2,1,2,3,2,2,2,2,2,2,1,1,2,2,2,2,5,4,3,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,2,1,3,3,1,1,3,1,3,2,1,1,2,2,3,2,3,2,3,1,1,1,2,2,4,4,4,1,1,4,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,3,4,3,2,3,4,3,2,1,3,1,0,5,2,5,13,1,7,28,3,2,1,4,3,3,97,15,1,4,1,2,1,3,3,3,1,1,2,12,4,4
"35",35,1,2,2,2,1,2,2,3,3,3,5,7,5,3,4,1,1,4,45,2,2,3,1,2,1,1,2,4,2,4,4,3,1,4,4,3,2,1,7,3,6,10,3,5,9,1,3,3,10,5,2,3,2,1,4,2,4,1,3,NA,4,4,4,4,4,4,4,10,1,5,7,3,8,5,7,7,2,2,1,3,1,3,2,2,1,1,1,2,2,2,1,2,2,2,3,4,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,1,3,1,1,3,2,1,1,2,2,2,2,1,1,3,4,5,2,1,3,4,4,2,3,2,2,2,2,1,2,2,2,1,3,1,3,3,2,1,3,1,3,4,3,1,3,1,3,1,3,1,3,1,3,3,4,3,4,3,4,3,5,2,4,2,1,1,1,1,2,1,4,30,2,1,2,3,4,8,NA,15,1,3,1,2,1,4,3,2,2,2,1,12,4,5
"36",36,1,2,2,19,8,2,3,3,2,2,3,4,4,4,3,1,1,3,65,2,3,4,1,3,1,1,3,3,1,4,4,4,2,3,1,3,2,4,8,8,4,10,4,5,8,1,9,2,10,8,3,7,5,2,4,3,1,1,1,2,3,3,3,3,3,3,3,10,9,9,1,1,9,8,8,2,1,2,3,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,1,4,4,3,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,3,2,1,3,2,1,1,2,1,3,2,1,1,1,3,4,2,1,2,3,1,3,3,2,2,4,4,4,3,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,5,2,3,4,2,3,5,3,4,2,1,1,1,1,2,1,5,28,3,2,1,3,4,6,NA,12,2,3,1,5,1,4,3,1,2,1,2,12,4,5
"37",37,1,2,1,3,1,8,4,3,2,3,4,1,1,5,2,2,2,2,50,2,3,2,1,3,1,2,4,4,4,4,4,4,2,3,1,4,2,3,8,8,4,10,6,6,8,1,8,2,10,7,2,6,6,1,3,3,4,2,1,2,3,3,3,3,3,3,3,10,9,9,1,1,9,9,9,2,1,2,1,3,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,2,1,3,3,1,1,3,1,3,2,1,1,1,2,3,2,3,4,2,1,2,2,2,2,2,2,4,3,3,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,4,3,2,3,4,3,2,1,2,8,0,5,1,1,5,1,5,22,4,2,1,4,3,3,93,13,2,5,2,NA,5,5,3,2,1,1,2,12,4,5
"38",38,1,4,4,19,2,1,5,5,1,1,7,7,2,5,1,3,3,1,40,1,2,4,1,1,1,2,3,1,3,4,4,3,2,3,3,4,1,2,2,10,4,1,9,1,1,4,10,5,1,10,NA,1,3,3,1,1,1,1,1,2,3,4,4,4,4,4,4,8,10,8,6,2,7,10,8,4,2,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,7,4,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,2,2,1,1,2,1,1,2,3,3,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,5,4,3,4,5,4,6,3,2,1,2,2,2,2,1,1,1,24,3,4,1,2,3,2,NA,12,2,3,1,2,NA,5,6,2,1,1,1,12,4,6
"39",39,1,3,3,37,2,5,4,3,3,3,3,1,1,3,2,2,2,2,60,2,4,2,1,3,1,1,2,4,4,4,4,4,2,3,1,4,3,2,8,9,5,8,10,7,8,1,9,1,8,9,2,2,6,1,4,3,1,1,2,3,4,4,4,4,4,4,4,9,10,9,2,2,8,9,9,3,2,2,2,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,7,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,2,1,3,2,1,1,2,1,3,3,1,1,2,3,3,2,3,2,3,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,5,3,4,4,3,4,3,1,2,5,9,2,1,2,3,2,1,24,4,1,2,3,4,6,NA,14,2,4,1,2,1,4,3,1,3,1,2,12,4,6
"40",40,1,5,4,9,7,1,5,3,3,4,3,7,3,1,2,2,1,4,54,2,2,4,1,2,1,1,1,1,1,4,4,1,2,4,2,3,4,1,8,9,6,7,7,5,9,1,9,1,8,8,1,9,6,5,1,3,1,4,1,NA,1,2,4,1,2,3,1,10,10,4,9,3,6,4,8,9,6,2,2,5,1,NA,2,2,1,1,1,1,2,2,2,1,2,2,7,2,3,3,2,2,4,2,2,2,2,2,2,5,5,5,5,5,5,5,3,NA,2,3,2,2,2,2,1,1,2,2,3,2,5,5,2,4,4,3,2,1,1,2,2,2,2,2,1,2,1,5,NA,2,3,2,3,2,3,2,3,2,3,5,NA,5,NA,5,NA,2,3,1,2,3,4,4,4,2,4,2,2,3,2,99,0,5,2,2,4,1,2,23,4,1,2,3,4,10,NA,12,2,1,1,1,2,7,4,2,2,1,1,12,4,5
"41",41,1,4,3,9,7,2,5,4,2,NA,4,7,1,1,2,2,3,2,50,1,2,3,1,3,1,2,2,1,2,3,3,3,3,4,4,1,3,2,7,4,6,4,3,3,8,2,2,2,3,4,4,NA,2,2,3,2,NA,2,2,3,1,4,3,3,3,3,3,7,7,7,6,3,3,4,5,3,3,2,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,2,4,4,3,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,2,1,1,2,1,1,2,1,2,2,1,1,2,3,5,2,4,4,4,2,2,1,1,3,NA,4,3,1,1,4,5,NA,5,NA,5,NA,5,NA,3,1,5,NA,3,1,3,1,3,1,3,1,5,NA,3,5,4,3,2,4,4,2,2,3,98,9,4,2,1,2,1,7,22,4,1,2,3,4,3,NA,12,2,2,2,NA,4,8,6,2,2,1,1,12,4,5
"42",42,1,3,3,37,NA,2,2,2,3,3,2,6,3,2,2,2,2,3,99,1,2,2,1,1,1,1,2,3,3,3,4,2,3,3,4,1,3,2,4,4,2,7,6,3,6,1,7,NA,7,3,2,4,2,2,3,2,1,2,1,2,3,4,4,2,4,4,4,9,9,8,2,3,3,4,4,1,1,2,4,4,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,2,2,1,3,2,1,1,2,3,3,3,1,1,3,3,3,2,2,4,3,1,4,3,2,4,4,4,2,3,4,1,1,2,1,2,1,2,4,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,3,3,3,3,4,2,3,3,2,1,1,1,5,13,2,2,18,3,1,4,2,3,3,93,12,2,3,1,1,2,4,4,3,3,1,1,12,4,4
"43",43,1,4,3,37,1,2,1,1,2,NA,1,4,3,3,2,3,2,3,50,2,2,4,1,1,2,1,3,3,3,3,3,3,2,2,4,2,1,3,3,4,2,2,3,7,5,2,7,2,9,8,2,5,7,1,3,3,4,1,1,2,3,4,3,4,2,4,4,5,5,5,5,5,8,NA,NA,NA,NA,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,3,4,4,4,4,3,4,4,3,3,4,3,5,3,2,1,3,1,1,2,3,NA,1,3,3,2,2,3,1,2,2,4,2,3,4,3,1,1,3,3,2,3,3,4,3,3,3,1,2,1,2,1,2,4,3,1,2,1,2,1,2,1,2,5,NA,4,3,5,NA,3,5,2,2,2,3,1,NA,3,3,2,1,1,1,5,13,1,5,18,3,3,2,4,1,3,91,12,2,4,1,1,1,5,6,3,3,1,1,12,4,4
"44",44,1,1,1,9,1,2,2,2,3,3,3,6,2,4,3,2,2,2,55,2,3,3,1,2,1,1,2,4,3,4,4,3,2,2,1,4,3,2,2,7,2,9,2,8,7,2,8,3,NA,8,4,3,8,6,4,3,2,1,1,2,1,2,2,2,3,3,3,9,9,8,2,3,8,8,7,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,4,2,3,3,4,4,3,3,3,3,4,3,3,3,4,4,3,4,1,2,1,3,3,1,1,2,2,3,3,1,1,3,2,2,2,2,3,3,3,2,4,4,2,3,2,4,3,4,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,5,4,3,4,5,4,2,3,2,2,8,NA,1,1,2,1,5,33,3,1,2,3,4,4,NA,12,2,4,1,1,NA,4,3,2,3,1,2,12,4,4
"45",45,1,1,2,14,1,2,1,3,NA,3,4,2,2,4,4,2,2,2,45,2,2,2,1,4,1,1,2,4,2,4,4,4,1,2,1,4,3,2,3,7,2,9,4,8,7,2,7,2,9,8,4,3,7,5,3,2,2,1,2,NA,1,3,3,3,4,3,4,9,9,8,1,2,9,8,8,3,3,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,3,3,4,3,3,3,4,4,4,2,3,3,3,3,3,3,3,2,2,1,3,2,1,1,2,3,3,3,1,1,3,2,3,2,3,3,2,1,2,3,1,2,1,3,4,3,3,4,2,3,1,2,1,3,2,1,1,3,1,3,1,3,1,3,1,3,1,3,5,NA,3,5,3,2,2,4,3,5,1,2,2,1,1,1,1,1,2,7,58,2,2,1,3,4,4,49,10,2,2,1,1,2,3,1,3,3,2,2,12,4,4
"46",46,1,3,3,12,7,7,4,3,2,2,4,4,1,3,1,2,2,2,60,1,4,2,1,1,1,3,2,2,3,3,4,3,2,3,4,3,1,2,8,4,4,4,5,5,10,4,4,4,4,10,4,4,4,7,4,3,1,1,1,2,4,4,3,2,4,4,4,5,8,9,3,3,3,3,4,8,5,2,4,NA,3,2,1,2,2,2,2,2,2,1,2,2,1,1,5,3,3,3,4,4,4,3,2,4,4,4,1,1,2,2,3,3,4,1,3,2,1,3,3,3,1,3,3,2,3,1,1,2,5,5,2,3,4,3,2,3,1,3,3,2,3,3,1,2,2,1,NA,5,1,3,1,3,2,4,1,4,1,4,1,4,1,1,3,2,1,3,1,3,5,1,1,3,3,3,1,3,2,7,3,2,1,2,14,1,3,30,3,2,1,3,4,8,NA,12,2,3,1,4,1,4,4,2,3,2,2,34,4,22
"47",47,1,3,3,2,1,2,3,3,3,3,5,5,1,3,2,2,2,3,0,2,3,3,2,2,2,2,3,3,4,4,4,4,2,2,1,4,3,2,6,4,5,7,2,4,6,3,5,3,7,4,4,4,4,2,3,3,1,2,1,2,3,3,3,3,3,3,3,7,7,7,7,1,7,7,7,7,1,2,4,NA,4,NA,2,2,1,1,2,2,1,1,2,2,1,1,3,4,3,1,4,4,4,3,2,3,3,4,2,2,3,3,3,2,2,2,3,1,1,3,3,1,1,3,3,3,3,1,1,2,3,4,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,4,NA,1,NA,4,NA,1,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,3,6,3,2,3,2,3,3,3,3,2,0,1,1,1,2,1,7,54,3,1,2,3,4,6,NA,12,NA,2,NA,NA,5,6,3,2,2,2,2,34,4,14
"48",48,1,4,4,9,2,1,5,4,2,2,6,7,2,1,1,3,2,3,40,1,4,1,1,3,1,2,2,3,3,4,4,3,2,2,4,3,1,2,7,9,2,1,8,3,8,6,10,3,1,8,1,9,1,6,3,3,4,2,1,2,2,3,4,4,4,4,3,5,9,7,1,1,3,8,8,6,6,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,1,1,5,NA,3,2,2,3,4,4,3,4,4,4,4,1,2,3,2,2,4,3,3,2,1,1,2,1,2,1,2,1,1,1,1,1,4,5,2,1,2,4,2,1,1,1,1,1,3,2,1,1,1,2,1,1,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,4,2,2,3,3,3,6,2,2,1,2,2,2,2,1,3,2,45,3,1,2,3,4,5,74,18,1,3,1,3,1,6,5,2,3,1,2,34,4,19
"49",49,1,4,4,9,2,1,4,4,3,1,7,7,1,1,1,2,3,2,50,1,2,2,1,3,1,3,2,3,3,4,4,3,2,3,3,4,1,2,8,9,5,5,10,3,5,5,10,5,1,10,1,9,1,5,2,2,4,2,2,NA,2,2,3,4,4,4,3,1,10,8,1,2,1,10,7,3,2,2,2,3,2,3,1,2,2,2,2,2,2,1,2,2,2,1,7,NA,4,3,3,3,3,3,4,4,4,4,1,3,1,1,2,2,2,2,3,1,1,3,2,1,3,3,1,2,1,1,1,1,4,5,2,2,4,4,4,2,1,1,3,4,1,2,1,1,4,2,1,4,NA,3,1,3,NA,2,1,3,1,2,1,3,1,3,1,2,1,5,NA,3,4,2,3,3,3,4,4,1,2,5,2,2,2,2,3,3,1,49,3,4,1,2,3,3,59,16,1,NA,1,1,1,6,5,2,2,1,1,34,4,19
"50",50,1,2,3,3,2,1,4,3,2,2,5,5,6,3,1,2,2,1,70,1,3,1,1,3,1,3,3,3,3,4,4,4,2,3,4,3,1,2,9,8,2,8,8,4,8,3,8,4,8,9,7,9,6,6,4,3,4,3,1,2,4,3,3,3,4,4,4,8,9,9,2,3,7,9,9,6,6,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,6,NA,2,2,4,3,4,4,3,4,4,4,3,1,2,2,2,4,4,2,3,1,3,3,3,3,3,3,1,2,3,1,1,2,3,5,1,1,3,3,2,2,1,1,2,1,1,4,3,3,1,1,3,1,2,3,2,3,1,2,1,3,1,2,1,2,1,1,3,2,1,2,1,3,4,1,1,2,3,2,1,1,1,1,2,NA,1,1,2,1,3,45,3,2,1,4,3,8,NA,16,1,3,1,2,1,6,5,2,3,1,2,34,4,22
"51",51,1,4,3,2,7,1,4,4,2,2,3,6,3,4,2,3,3,3,0,2,3,3,2,2,1,1,2,2,3,3,3,3,2,3,1,2,4,3,5,8,5,3,3,3,3,3,4,3,3,4,3,3,3,3,NA,NA,4,2,2,6,4,4,3,3,4,3,4,3,3,3,3,3,5,5,5,5,5,2,2,2,2,2,1,2,2,2,NA,2,2,NA,1,1,2,2,6,NA,3,3,4,4,4,3,3,4,4,4,2,3,3,3,3,3,3,3,3,2,1,3,NA,3,3,3,1,3,3,1,1,2,4,5,1,2,3,3,4,2,3,1,3,3,2,2,3,3,3,5,3,5,3,5,2,NA,2,2,NA,4,2,5,2,5,2,NA,2,2,NA,2,NA,3,6,2,2,2,2,3,2,1,3,1,2,2,2,2,1,1,7,46,3,2,1,3,4,8,NA,15,2,3,1,1,1,5,3,3,3,1,1,34,4,18
"52",52,1,3,3,3,2,5,5,3,3,2,4,7,2,1,2,2,3,2,99,1,3,1,2,2,1,2,2,1,3,2,4,3,3,NA,2,1,3,4,5,8,5,3,9,2,5,4,9,5,2,9,2,8,1,5,2,3,1,3,2,3,3,4,4,4,4,4,4,2,8,5,2,4,1,8,6,7,5,2,2,3,2,3,1,1,2,2,2,2,1,2,1,2,2,2,6,NA,4,4,3,4,4,4,4,4,4,4,4,1,5,5,5,5,5,1,3,2,1,1,2,1,1,2,1,2,3,1,1,2,4,3,2,2,2,4,2,1,1,1,1,2,1,2,1,1,1,1,NA,NA,1,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,1,NA,1,NA,1,NA,3,5,4,4,4,5,3,6,3,2,5,2,2,2,2,3,2,2,57,3,1,4,2,3,5,61,18,2,4,2,NA,5,6,5,3,2,1,2,34,4,14
"53",53,1,4,3,37,7,7,3,3,3,3,4,7,1,2,2,2,2,2,70,1,2,3,1,2,1,1,1,2,3,3,4,3,3,3,4,1,2,3,10,6,2,5,4,4,10,4,7,2,4,8,4,7,3,4,3,2,1,3,1,3,4,4,4,4,4,4,4,9,8,10,3,2,9,8,10,4,2,2,3,1,3,1,1,2,2,1,1,1,2,2,2,2,1,1,5,NA,2,2,4,4,4,NA,3,2,4,4,1,2,NA,3,4,1,3,1,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,1,5,1,3,1,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3,2,3,3,4,4,4,2,1,NA,7,3,3,1,2,1,1,1,48,3,1,2,4,3,8,NA,14,NA,2,1,2,2,5,5,3,2,1,2,34,4,12
"54",54,1,3,3,98,7,1,3,3,3,2,2,7,1,1,NA,2,4,3,0,2,3,1,1,4,1,2,1,1,2,2,4,1,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,NA,1,4,1,4,1,1,1,1,10,4,1,1,1,10,1,1,1,2,2,4,4,NA,1,1,2,2,2,2,1,1,2,2,1,1,4,4,NA,4,1,1,1,1,1,1,1,1,1,1,2,3,5,3,3,2,4,2,3,1,2,1,2,2,1,2,3,1,1,2,3,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,3,2,4,4,3,5,4,4,2,2,98,9,4,2,4,12,1,7,26,4,1,4,2,3,6,NA,12,2,4,1,3,1,5,3,3,2,1,2,34,4,12
"55",55,1,4,4,9,2,1,4,3,2,1,6,7,1,1,1,2,3,1,60,1,3,1,1,2,1,3,1,1,4,3,4,3,2,2,4,1,3,2,5,8,1,1,7,2,7,2,9,5,1,10,1,9,1,5,2,3,2,1,1,2,2,4,4,4,3,4,2,1,10,8,1,6,1,10,10,4,4,2,2,3,2,3,1,2,2,2,2,2,1,1,2,2,2,2,6,NA,4,3,2,4,4,4,4,3,4,4,3,1,5,5,2,2,4,1,3,2,1,1,2,1,3,3,1,2,1,1,1,1,4,5,1,2,4,4,1,3,1,1,3,4,1,2,1,1,4,5,NA,2,3,2,1,5,NA,2,3,2,1,2,3,2,1,2,1,2,1,2,1,3,3,3,3,2,3,3,4,2,2,1,2,2,1,2,1,1,2,49,4,2,1,4,3,6,NA,18,1,2,1,3,1,7,4,2,2,1,2,34,4,10
"56",56,1,3,3,9,2,1,5,2,2,1,7,7,1,1,1,2,3,1,45,1,3,2,1,3,1,3,3,2,3,4,4,3,2,3,3,4,1,2,6,7,4,3,10,5,5,6,9,6,1,10,2,7,1,6,3,4,4,1,1,2,1,4,4,4,4,4,3,3,9,6,1,6,3,8,6,1,8,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,7,NA,4,3,1,4,4,4,4,4,4,3,1,3,4,4,4,3,5,5,3,2,1,1,2,1,2,3,1,2,1,1,1,1,5,5,2,1,2,3,2,3,1,1,3,1,1,3,1,1,1,2,3,2,3,2,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,3,4,3,2,3,5,4,3,2,1,5,2,2,2,2,3,2,1,41,3,1,4,2,3,11,NA,15,1,4,1,2,1,4,4,2,3,1,1,34,4,12
"57",57,1,4,4,3,2,1,5,4,2,1,7,7,1,1,1,2,2,1,99,1,4,2,1,3,1,3,2,1,3,4,4,2,3,4,3,4,1,2,7,7,3,3,7,1,7,3,7,4,3,9,1,7,1,3,3,4,4,3,1,2,1,2,2,4,4,4,2,1,9,7,1,4,7,7,7,7,7,2,2,1,2,3,1,1,2,2,2,2,1,1,2,2,2,1,6,4,4,3,1,3,4,3,4,4,4,3,3,3,1,2,3,1,5,1,3,2,1,1,2,1,3,3,3,2,1,1,1,1,4,5,3,2,4,4,1,1,1,1,1,3,1,3,1,3,3,2,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,6,2,3,4,3,3,4,2,1,5,2,2,1,2,3,1,1,43,4,1,4,2,3,9,NA,16,1,1,1,3,2,6,4,1,3,1,2,34,4,10
"58",58,1,1,3,21,2,1,2,3,4,3,4,7,4,1,2,1,1,2,45,1,1,4,2,4,2,2,1,3,3,4,4,2,1,1,1,4,3,2,5,6,8,2,2,1,10,1,10,1,3,1,1,1,1,5,2,1,4,3,1,2,4,4,4,4,2,3,1,5,9,10,9,1,3,5,5,5,5,2,2,3,2,3,1,2,2,2,2,2,1,1,2,2,2,1,5,NA,3,3,4,4,4,4,4,2,2,1,1,1,2,3,5,5,3,5,3,2,1,1,2,1,1,2,2,1,2,1,2,3,5,5,2,1,3,4,3,3,1,3,3,1,3,2,1,1,1,2,1,2,3,2,1,2,3,2,3,2,1,2,1,2,3,2,3,2,1,2,1,3,6,1,3,3,4,4,1,1,3,1,2,2,2,1,1,1,7,51,3,2,1,3,4,2,50,17,1,5,2,2,1,7,3,1,3,2,2,34,4,7
"59",59,1,4,4,3,2,1,5,4,3,1,6,7,1,1,2,2,3,1,99,1,3,2,1,2,1,3,3,1,3,4,4,4,2,2,4,3,1,2,6,10,4,2,5,1,6,4,10,4,1,9,5,10,1,4,3,3,4,1,1,2,1,4,3,4,3,4,1,1,9,8,1,4,3,8,5,2,6,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,5,4,4,3,1,3,3,3,4,3,4,3,1,1,3,3,5,5,5,4,3,2,1,1,2,1,3,3,1,2,1,1,1,3,5,5,2,2,2,3,1,1,1,1,1,1,1,4,1,1,1,2,1,2,3,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,5,2,2,2,4,4,6,2,2,1,2,2,2,2,1,3,2,50,3,1,4,2,3,10,NA,12,2,3,1,2,3,4,3,2,3,1,1,34,4,8
"60",61,1,5,4,3,NA,1,4,4,2,2,6,7,2,1,1,2,2,1,99,1,2,2,1,2,1,2,2,1,3,4,4,3,2,2,4,3,1,2,8,10,5,2,6,6,8,5,10,5,1,9,5,10,1,5,3,2,1,2,1,2,4,4,4,4,3,4,1,1,10,8,3,3,1,10,8,3,3,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,1,1,6,NA,3,3,4,4,4,4,4,3,3,1,1,1,4,4,5,2,4,1,2,2,1,1,2,1,1,1,1,2,3,1,1,4,3,5,2,3,3,4,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,4,4,4,4,5,4,6,2,2,1,2,2,2,2,1,1,2,47,4,1,4,2,3,3,57,11,2,3,1,1,2,5,5,3,2,1,2,15,4,24
"61",63,1,4,4,9,3,7,4,4,2,2,7,7,1,1,2,2,3,2,99,1,2,2,1,2,1,1,2,1,2,3,3,2,2,1,3,4,1,2,10,7,6,8,4,6,10,3,7,2,3,6,4,8,5,5,2,2,1,3,1,3,4,4,4,4,4,4,4,5,6,10,4,3,3,5,10,5,5,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,1,1,4,3,NA,2,4,4,3,4,4,3,3,2,1,1,3,3,2,2,2,1,2,2,1,3,2,1,1,1,1,2,3,1,1,4,5,5,3,4,4,3,1,3,1,1,2,1,1,2,1,3,3,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,4,3,3,3,4,3,7,2,NA,7,3,5,1,1,2,1,3,24,4,1,2,4,3,7,NA,16,1,4,1,1,1,4,2,2,1,1,1,15,4,23
"62",64,1,3,2,9,NA,2,4,3,3,3,4,2,4,4,2,2,2,3,60,1,1,3,2,2,1,1,3,3,2,3,4,3,2,2,1,4,3,2,8,6,5,10,3,8,8,3,6,3,9,6,8,6,6,6,3,2,2,3,1,2,4,4,4,4,4,4,4,10,8,9,6,4,10,7,8,7,3,2,4,1,4,1,1,2,2,2,1,1,2,2,1,1,2,2,3,NA,2,2,4,3,3,3,3,3,3,3,3,1,4,4,5,1,4,4,1,2,3,3,3,3,3,3,3,3,3,3,3,4,5,5,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,3,3,3,4,3,5,2,NA,2,1,1,1,1,2,1,4,67,2,2,1,3,4,1,50,12,NA,NA,2,NA,NA,3,2,3,3,3,1,15,4,23
