"","ID","date","midgam","version","age","agegroup","sex","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51A","v51B","v51C","v51D","v51E","v51F","v51G","v51H","v51I","v51J","v51K","v51L","v51M","v51N","v56A","v56B","v56Z","v56C","v56D","v56E","v56F","v56G","v56H","v56I","v56J","v56L","v56M","v56N","v56O","v56P","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v112_a","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","after_date","after_version","after_v1","after_v2","after_v3","after_v4a_1","after_v4a_2","after_v4a_3","after_v4b","after_v5","after_v6","after_v7a","after_v7b","after_v7c","after_v7d","after_v7e","after_v7f","after_v7g","after_v7h","after_v7i","after_v7j","after_v7k","after_v8","after_v9","after_v10","after_v11","after_v12","after_v13a_1","after_v13a_2","after_v13a_3","after_v13b_1_1","after_v13b_1_2","after_v13b_1_3","after_v13b_2_1","after_v13b_2_2","after_v13b_2_3","after_v14a","after_v14b","after_v15"
"26",12395,"12/03/2015",3,2,50,5,2,1,1,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,2,8,7,0,6,1,2,3,0,NA,NA,NA,NA,5,2,8,7,7,0,6,1,2,3,0,NA,NA,NA,NA,NA,2,2,3,5,5,5,2,4,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,8,4,1,3,1,97,1,1,2,0,97,2,2,3,5,0,4,2,2,2,1,3,2,9,1,2,4,2,3,1,66,5,NA,0,3,1,4,1,1,1,1,15,6,2,1,1,"       1",1,5,6,5,3,1,2,NA,NA,NA,NA,NA,NA,3720,1,1,"25/03/2015",2,1,99,1,NA,NA,NA,NA,2,1,4,4,9,3,3,4,2,5,4,2,3,4,9,7,0,0,NA,NA,NA,33,NA,NA,1,NA,NA,NA,9,3
"27",1069,"15/02/2015",1,2,29,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,9,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,9,5,8,8,7,2,4,7,8,0,NA,NA,NA,NA,10,7,5,7,8,7,4,6,7,8,0,NA,NA,NA,NA,NA,2,2,5,5,5,5,5,2,2,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,8,4,1,1,1,1,0,0,0,0,0,1,1,1,1,1,3,3,3,1,1,3,3,8,6,1,NA,0,2,1,1,4,NA,0,5,3,9,1,1,1,1,16,7,1,6,0,"       2",2,2,6,4,3,1,5,NA,NA,NA,NA,NA,NA,7200,1,1,"26/03/2015",2,1,1,6,NA,NA,NA,NA,5,1,5,3,3,5,3,3,1,3,5,5,5,5,1,1,1,1,NA,NA,NA,51,NA,NA,14,21,NA,NA,1,3
"28",1918,"16/02/2015",1,1,38,3,1,1,4,3,18,3,3,4,1,1,3,2,2,3,1,4,2,1,1,2,3,3,2,5,5,5,4,4,2,NA,NA,NA,3,4,2,2,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,1,3,1,3,2,NA,NA,NA,5,3,NA,NA,3,1,4,2,0,1,1,0,NA,9,9,4,0,4,3,NA,3,1,2,2,9,2,2,3,2,2,1,1,4,NA,0,3,NA,NA,NA,NA,NA,NA,19,8,1,1,1,"       2",1,4,4,5,3,1,5,3,2,3,3,9,3,5000,1,1,"23/03/2015",2,1,4,3,42,NA,NA,NA,1,1,4,4,4,5,1,4,4,4,4,4,4,4,2,1,4,2,NA,NA,NA,32,41,NA,11,6,NA,NA,1,4
"29",1385,"17/02/2015",1,2,33,3,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,5,5,5,99,5,5,1,5,5,0,NA,NA,NA,NA,5,5,5,5,5,3,5,99,5,2,99,NA,NA,NA,NA,NA,2,1,1,4,4,3,3,3,3,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,8,4,1,2,1,97,2,0,2,0,97,1,9,2,1,1,2,3,3,1,1,2,3,8,1,2,2,2,2,16,16,3,1997,1,1,4,1,1,1,1,1,16,7,2,1,1,"       2",2,4,4,4,3,1,5,NA,NA,NA,NA,NA,NA,8300,1,1,"26/03/2015",2,1,2,1,98,NA,NA,NA,4,1,3,4,4,3,2,2,2,3,3,3,3,4,2,2,0,0,NA,NA,NA,37,NA,NA,6,NA,NA,NA,3,3
"30",3157,"17/02/2015",1,1,54,5,1,1,3,4,18,4,4,4,4,1,1,2,2,1,4,3,2,1,1,3,2,1,3,3,3,3,6,3,2,NA,NA,NA,4,3,3,2,2,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,3,1,2,1,2,2,NA,NA,NA,5,2,NA,NA,1,1,98,2,0,2,0,98,NA,9,2,4,0,4,3,NA,3,4,3,2,8,1,2,3,2,2,1,65,5,NA,0,5,NA,NA,NA,NA,NA,NA,18,8,1,1,1,"       2",2,3,4,3,3,1,5,2,3,3,2,2,2,7800,1,1,"29/03/2015",1,1,2,3,59,NA,NA,NA,5,2,5,5,4,2,2,2,2,2,4,2,4,5,5,1,2,3,67,70,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"31",2066,"18/02/2015",1,1,40,4,2,1,5,3,18,3,3,3,1,2,3,2,2,4,1,3,2,1,1,2,3,3,2,6,7,7,5,3,3,NA,NA,NA,3,3,2,2,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,3,2,2,2,1,1,2,NA,NA,NA,5,3,NA,NA,2,2,97,2,0,2,0,97,NA,9,1,5,0,2,2,NA,3,1,2,3,1,1,2,3,2,2,1,27,6,NA,0,1,NA,NA,NA,NA,NA,NA,16,7,2,2,1,"       2",2,3,6,5,2,1,3,3,2,3,4,3,4,4000,1,1,"26/03/2015",2,1,5,2,89,NA,NA,NA,5,1,5,4,5,3,4,5,3,4,4,5,5,1,2,1,5,2,NA,NA,NA,33,NA,NA,2,1,NA,NA,2,4
"32",175434,"18/02/2015",1,2,40,4,2,1,5,4,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,2,3,2,NA,NA,NA,NA,NA,2,3,3,2,2,NA,2,NA,1,2,0,0,NA,NA,NA,NA,3,NA,NA,8,3,3,5,5,0,5,0,NA,NA,NA,NA,NA,NA,NA,3,8,3,5,5,5,4,4,3,3,4,4,2,4,3,2,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,8,4,1,3,1,11,2,0,1,2,0,1,9,3,3,0,7,2,9,2,1,2,4,9,1,2,4,2,2,99,99,NA,NA,NA,NA,NA,4,4,NA,4,NA,15,7,2,1,1,"       2",1,3,3,6,1,2,3,NA,NA,NA,NA,NA,NA,8800,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2119,"18/02/2015",1,1,40,4,1,1,3,3,30,3,1,2,3,9,3,4,3,3,4,1,2,1,1,3,2,9,2,5,5,7,7,4,4,NA,NA,NA,4,4,4,4,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,1,3,3,2,2,5,NA,NA,NA,4,8,NA,NA,2,1,97,2,0,1,2,0,NA,9,9,2,0,2,3,NA,2,3,1,2,8,6,1,NA,0,1,1,1,4,NA,0,3,NA,NA,NA,NA,NA,NA,16,7,1,1,1,"       2",2,3,2,1,3,1,5,4,1,2,3,4,2,565,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",175456,"18/02/2015",1,1,40,4,1,1,5,4,46,5,4,4,2,9,NA,1,1,NA,NA,NA,NA,1,1,2,1,1,4,1,1,6,6,3,3,NA,NA,NA,2,2,4,2,1,2,2,2,2,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,3,1,1,3,1,3,1,NA,NA,NA,5,8,NA,NA,1,1,11,2,0,1,2,0,NA,3,9,18,0,7,3,NA,9,3,1,2,1,1,2,4,2,2,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,7,1,1,1,"       2",2,2,4,6,2,2,4,3,2,3,3,1,3,8800,2,2,"31/03/2015",1,1,99,4,NA,NA,NA,NA,1,2,4,4,3,3,4,4,2,4,4,3,3,1,6,2,0,0,96,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3
"35",4356,"19/02/2015",1,1,77,7,1,1,4,4,19,3,3,1,1,1,1,1,2,3,4,1,2,1,1,1,1,1,3,5,5,7,5,4,4,NA,NA,NA,3,2,4,9,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,3,3,2,3,1,3,5,NA,NA,NA,6,1,NA,NA,2,1,2,0,0,0,0,0,NA,3,2,2,0,7,3,NA,1,4,1,3,1,3,2,4,1,1,3,25,2,1938,0,1,NA,NA,NA,NA,NA,NA,16,5,1,3,0,"       2",1,9,2.5,1,3,1,5,1,2,4,3,1,1,6200,1,1,"23/03/2015",1,1,2,6,NA,NA,NA,NA,4,1,2,4,3,3,1,2,2,4,4,3,4,4,3,1,2,1,75,72,NA,NA,NA,NA,NA,NA,NA,9,NA,9
"36",1238,"20/02/2015",1,2,31,3,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,7,2,10,6,4,4,2,2,7,0,NA,NA,NA,NA,7,2,1,8,5,0,5,2,4,7,1,NA,NA,NA,NA,NA,2,2,2,4,4,4,1,4,3,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,6,1,4,1,1,1,5,2,0,1,3,5,1,1,1,5,0,1,3,3,1,2,1,2,2,1,2,4,2,4,1,1,4,NA,0,1,2,3,3,1,1,1,16,7,2,1,1,"       2",2,3,5,6,3,1,2,NA,NA,NA,NA,NA,NA,3570,1,1,"26/03/2015",1,1,5,6,NA,NA,NA,NA,5,1,3,3,4,4,2,3,3,3,2,4,5,3,1,1,5,1,53,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4
"37",4484,"20/02/2015",1,2,78,7,1,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,9,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,8,0,6,0,0,5,0,8,0,1,NA,NA,NA,NA,8,0,0,6,3,0,4,99,10,3,0,NA,NA,NA,NA,NA,2,2,4,2,3,4,4,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,6,8,1,1,2,1,1,0,0,0,0,0,1,1,1,1,2,3,3,1,9,1,2,3,8,5,2,3,1,1,17,17,3,1999,1,6,1,1,1,1,1,1,15,7,1,3,0,"       2",1,1,1,1,3,1,5,NA,NA,NA,NA,NA,NA,9000,3,1,"30/03/2015",1,1,1,6,NA,NA,NA,NA,4,1,5,4,4,4,4,4,4,4,4,4,4,1,2,1,1,2,93,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"38",1455,"22/02/2015",1,1,33,3,1,1,3,4,21,3,3,2,1,1,3,2,1,3,4,2,1,1,2,2,9,3,2,3,4,4,5,3,9,NA,NA,NA,4,2,2,3,2,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,3,2,2,3,2,2,4,NA,NA,NA,6,3,NA,NA,2,1,3,2,0,1,1,0,NA,1,3,1,2,4,3,NA,9,1,2,2,2,1,2,1,2,1,17,17,3,2000,1,6,NA,NA,NA,NA,NA,NA,15,7,1,1,1,"       2",2,3,4,4,9,3,5,2,2,4,3,2,3,8400,1,1,"26/03/2015",1,1,3,3,14,NA,NA,NA,3,4,2,5,2,2,3,3,2,4,1,4,2,4,2,2,0,0,98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"39",2092,"22/02/2015",1,1,40,4,1,1,3,2,1,3,3,4,4,2,3,3,4,1,2,9,9,3,1,3,4,4,3,7,7,3,4,2,9,NA,NA,NA,3,4,1,3,9,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,9,3,9,3,3,1,1,2,NA,NA,NA,6,1,NA,NA,1,1,1,0,0,0,0,0,NA,1,1,1,1,1,1,NA,1,9,9,3,1,1,2,4,2,1,1,1,4,NA,0,1,NA,NA,NA,NA,NA,NA,14,5,1,1,1,"       2",1,3,5,6,3,1,5,2,9,3,9,2,2,240,1,1,"23/03/2015",1,1,1,6,NA,NA,NA,NA,5,1,5,4,5,5,4,4,4,4,5,3,5,5,1,1,1,2,62,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2
"40",3944,"23/02/2015",1,1,67,6,1,1,2,2,1,3,3,2,2,9,3,2,2,1,4,3,2,1,2,2,1,1,9,3,9,7,7,3,9,NA,NA,NA,3,3,2,9,1,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,3,9,2,9,2,3,3,NA,NA,NA,6,1,NA,NA,2,2,98,2,0,1,3,0,NA,3,3,98,0,4,3,NA,9,1,2,8,1,1,2,6,2,2,57,27,2,1949,0,10,NA,NA,NA,NA,NA,NA,18,8,1,1,1,"       2",2,5,10,4,3,1,5,2,2,3,3,2,2,610,1,1,"30/03/2015",2,1,99,4,NA,NA,NA,NA,1,2,4,4,2,4,2,2,2,4,4,2,2,4,3,2,0,0,NA,NA,NA,59,NA,NA,28,NA,NA,NA,2,3
"41",175717,"24/02/2015",1,1,40,4,1,1,2,4,15,4,4,3,9,1,NA,2,9,NA,NA,NA,NA,9,1,1,1,1,4,1,1,7,7,4,4,NA,NA,NA,1,9,4,4,1,3,2,3,3,2,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,3,3,3,3,2,3,2,1,NA,NA,NA,4,8,NA,NA,1,1,11,2,0,1,2,0,NA,9,9,18,0,9,3,NA,9,2,1,4,8,1,2,3,2,3,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,7,1,1,1,"       2",2,3,3,5,3,2,2,3,2,3,3,2,4,975,2,2,"30/03/2015",2,1,11,6,NA,NA,NA,NA,2,1,4,4,3,2,4,4,4,4,4,4,4,1,3,2,0,0,NA,NA,NA,96,NA,96,96,NA,NA,NA,1,1
"42",6584,"25/02/2015",2,2,37,3,1,1,2,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,7,3,8,7,6,3,2,6,6,0,NA,NA,NA,NA,7,3,3,8,8,6,3,0,5,6,0,NA,NA,NA,NA,NA,2,2,2,4,4,4,1,4,3,4,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,6,3,1,1,2,1,5,2,0,1,3,0,2,1,1,1,1,3,3,3,2,3,2,2,1,1,2,5,2,4,1,61,5,NA,0,10,2,2,1,1,1,1,15,7,1,1,1,"       2",1,4,7,7,1,1,2,NA,NA,NA,NA,NA,NA,1190,1,1,"23/03/2015",2,1,5,3,61,NA,NA,NA,5,1,5,4,5,4,1,4,4,3,3,3,5,5,1,1,5,2,NA,NA,NA,38,35,NA,8,1,NA,NA,2,3
"43",5535,"25/02/2015",2,1,61,6,2,1,3,3,1,3,3,1,9,2,3,2,3,3,4,9,9,2,3,2,2,3,3,7,2,7,7,3,2,NA,NA,NA,4,4,4,9,3,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,9,3,3,2,3,1,9,2,NA,NA,NA,5,8,NA,NA,1,1,15,2,0,1,2,0,NA,3,3,11,0,4,3,NA,1,1,2,2,8,2,2,1,1,2,16,22,3,1990,1,2,NA,NA,NA,NA,NA,NA,16,8,1,1,1,"       2",2,2,3,2,3,1,5,3,2,3,3,1,2,5000,1,1,"30/03/2015",1,1,15,2,22,NA,NA,NA,2,1,3,4,5,5,3,3,2,4,3,5,3,5,3,1,15,1,67,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3
"44",8444,"25/02/2015",2,2,62,6,1,1,3,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,5,10,0,5,0,5,8,5,0,0,NA,NA,NA,NA,5,8,8,5,5,2,8,6,5,2,99,NA,NA,NA,NA,NA,1,1,5,5,5,1,3,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,6,2,4,2,2,1,2,0,0,0,0,0,1,2,2,2,0,4,3,3,2,1,4,8,2,1,2,2,2,2,27,27,2,1979,0,1,2,4,1,1,1,1,17,8,1,1,1,"       2",2,9,4,4,9,1,5,NA,NA,NA,NA,NA,NA,8700,1,1,"02/04/2015",2,1,2,6,NA,NA,NA,NA,5,1,2,4,2,1,5,1,1,4,1,5,3,1,3,1,2,2,NA,NA,NA,36,NA,NA,6,10,13,NA,1,4
"45",7265,"25/02/2015",2,1,45,4,1,1,3,3,21,3,2,4,9,9,1,1,3,4,3,1,2,1,3,3,3,2,4,9,4,7,7,4,1,NA,NA,NA,3,3,2,2,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,3,3,1,9,1,1,2,NA,NA,NA,6,8,NA,NA,1,1,97,2,0,3,0,0,NA,9,9,99,0,3,3,NA,3,1,2,8,2,1,2,3,2,2,1,25,6,NA,0,10,NA,NA,NA,NA,NA,NA,98,8,1,1,1,"       2",2,5,7,5,1,1,5,2,2,2,2,2,2,229,1,1,"31/03/2015",2,1,99,3,NA,NA,NA,NA,1,1,5,5,2,2,1,1,1,4,3,4,5,9,3,2,0,0,NA,NA,NA,33,31,NA,1,NA,NA,NA,1,3
"46",6915,"26/02/2015",2,2,40,4,2,1,3,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,8,4,6,2,7,4,2,2,3,NA,NA,NA,NA,3,7,8,4,6,2,8,4,2,2,3,NA,NA,NA,NA,NA,1,1,3,3,3,3,3,2,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,2,4,1,2,1,97,2,0,1,3,0,1,2,2,4,0,6,3,3,4,2,1,2,8,1,2,3,2,1,1,65,5,NA,0,6,1,4,1,1,1,1,16,7,1,1,1,"       2",1,4,3,5,2,1,5,NA,NA,NA,NA,NA,NA,5000,1,1,"30/03/2015",2,1,2,2,14,NA,NA,NA,4,4,4,4,4,2,2,2,2,4,2,4,2,4,3,1,2,2,NA,NA,NA,82,NA,NA,82,1,NA,NA,3,3
"47",9164,"26/02/2015",2,2,78,7,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,8,0,6,2,0,3,0,8,5,0,NA,NA,NA,NA,8,0,0,6,3,0,4,0,8,5,0,NA,NA,NA,NA,NA,4,2,3,3,3,5,3,4,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,6,1,1,1,1,1,97,2,0,1,2,0,1,1,1,1,9,2,3,3,3,2,1,8,1,2,2,1,1,2,17,17,3,1991,1,1,2,9,1,2,1,1,15,8,1,3,0,"       2",1,1,3,2,3,5,5,NA,NA,NA,NA,NA,NA,9000,3,1,"30/03/2015",1,1,6,2,53,NA,NA,NA,5,5,4,4,5,5,2,4,3,3,5,4,5,3,2,1,6,2,93,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"48",6546,"26/02/2015",2,1,36,3,1,1,4,9,29,4,2,2,9,9,9,3,2,3,4,2,1,1,3,2,9,9,3,5,5,5,3,4,2,NA,NA,NA,4,9,3,3,3,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,3,2,2,2,1,1,3,NA,NA,NA,5,8,NA,NA,1,2,97,2,0,1,2,0,NA,1,3,94,0,4,3,NA,3,1,9,8,8,1,1,NA,0,1,16,16,3,1999,1,1,NA,NA,NA,NA,NA,NA,15,7,1,1,1,"       2",2,3,1,2,3,5,5,2,2,3,3,1,3,9700,1,1,"26/03/2015",2,1,4,3,44,NA,NA,NA,3,1,3,4,2,2,1,1,2,4,2,3,4,4,3,2,0,0,NA,NA,NA,98,NA,NA,98,NA,NA,NA,2,3
"49",7244,"26/02/2015",2,1,35,3,1,1,2,3,65,3,3,4,4,2,3,2,2,1,3,2,4,1,3,3,3,3,3,7,7,7,7,3,1,NA,NA,NA,4,4,3,4,3,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,3,3,2,2,2,2,3,NA,NA,NA,6,1,NA,NA,1,1,5,2,0,2,0,1,NA,1,1,5,0,2,3,NA,2,1,2,2,1,6,1,NA,0,1,16,16,3,1993,1,1,NA,NA,NA,NA,NA,NA,24,8,1,5,0,"       2",1,2,3,4,3,1,5,3,3,4,3,9,3,4000,1,1,"23/03/2015",1,1,5,6,NA,NA,NA,NA,4,1,4,4,5,5,3,3,1,3,2,2,5,5,1,1,5,2,67,70,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"50",9191,"01/03/2015",2,2,80,8,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,2,2,4,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,4,4,0,0,5,0,4,0,10,99,0,NA,NA,NA,NA,5,99,0,3,2,99,4,0,8,0,0,NA,NA,NA,NA,NA,4,2,5,5,5,1,9,4,3,4,9,4,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,9,6,1,5,2,2,1,6,2,0,1,2,0,1,9,9,1,2,4,3,3,1,2,4,3,1,2,2,1,1,2,17,17,3,1992,1,1,9,9,1,1,1,1,15,7,1,3,0,"       2",1,1,2,2,4,1,5,NA,NA,NA,NA,NA,NA,9100,3,1,"26/03/2015",1,1,6,6,NA,NA,NA,NA,9,1,4,3,4,4,5,5,3,2,4,4,4,1,2,1,6,8,1,31,NA,NA,NA,NA,NA,NA,NA,1,NA,9
