"","a1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a32","a33","a34","a35","a36","a37","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","b6","b7","b8","b9","b10","b11","b12","b13","b14","b16","b17","b19","b20","b21","b23","b24","b26","b27","b28","b29","b30","b31","b32","b33","b35","b37","b38","b40","b41","b42","b44","b46","b47","b48","b51","b52","b55","b56","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b79","b81","b83","b85"
"768",2571,1,1,1,2,2,2,2,2,2,1,1,50,2,3,2,1,3,1,1,1,1,1,25,3,2,2,2,3,32,3,3,4,2,1,NA,5,8,6,1,1,3,7,5,1,1,1,3,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,NA,NA,3,4,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,3,4,1,NA,1,NA,8,NA,38,NA,1,NA,2,1,3,4,3,90,1,13,2,3,5,5,1,2,385,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",2581,4,3,16,3,2,2,2,2,2,2,1,5,2,3,1,4,2,1,1,1,1,1,NA,4,4,4,2,4,33,2,1,NA,NA,NA,3,5,5,5,6,1,4,5,5,7,1,2,2,4,4,3,3,4,3,3,1,1,3,4,3,3,2,3,3,3,2,4,2,1,1,3,3,1,4,4,4,2,4,5,2,2,2,1,2,23,1,NA,1,1,99,1,27,2,2,NA,2,4,1,3,2,90,1,12,2,3,4,5,1,1,36,1,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",2591,1,2,12,1,1,1,1,1,1,1,1,50,2,2,1,4,4,4,1,4,4,1,25,4,1,4,4,4,32,3,1,2,4,3,2,6,9,8,6,1,7,7,4,1,1,4,2,4,4,4,4,4,4,4,2,1,1,5,4,3,3,3,3,3,3,5,2,1,3,1,3,1,1,2,4,5,5,5,1,1,1,1,2,99,1,NA,1,1,2,1,26,2,2,NA,1,2,4,3,8,NA,NA,12,1,2,5,6,NA,1,135,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",2601,3,2,2,2,3,2,2,2,2,3,2,0,2,2,1,3,2,2,2,2,3,1,28,4,3,3,4,3,32,3,1,3,4,2,1,3,8,8,1,1,2,2,4,1,1,2,2,1,4,4,3,3,2,4,1,1,3,5,5,2,3,5,5,3,2,3,3,1,1,1,1,1,1,1,1,5,5,5,4,3,1,2,2,2,1,NA,1,2,8,1,65,1,1,NA,2,1,4,3,11,NA,NA,10,2,2,3,2,1,1,398,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",2611,1,1,1,2,2,2,2,2,2,2,1,15,2,4,1,3,3,3,2,1,2,2,25,4,4,3,2,4,36,2,4,2,1,3,2,1,8,7,6,1,2,8,1,3,3,1,1,4,4,4,2,2,1,4,4,1,1,5,1,3,1,5,5,1,2,5,4,1,1,1,1,1,1,1,1,4,4,5,2,2,1,1,1,9,1,NA,1,1,2,1,37,1,1,NA,1,2,3,4,3,91,1,12,1,3,5,6,3,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",2621,2,2,1,2,2,3,2,1,2,2,2,40,2,3,1,4,4,2,3,2,2,1,26,3,4,2,1,4,32,3,4,3,1,2,1,7,3,3,2,1,8,4,10,2,1,1,1,4,2,3,2,2,4,4,2,2,5,5,3,4,3,5,5,2,1,3,4,2,3,2,2,1,2,3,4,1,1,4,2,1,1,3,2,11,2,NA,2,2,11,1,36,NA,1,NA,2,4,1,3,3,92,1,17,1,4,3,3,1,1,209,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",2631,1,1,2,1,4,1,1,1,1,1,3,50,2,2,2,4,4,1,4,3,3,4,26,1,4,2,3,4,36,3,3,4,1,2,2,1,5,7,3,1,1,10,8,8,1,2,2,2,4,4,4,2,3,4,4,1,2,5,2,4,5,5,5,4,1,5,4,1,1,1,2,1,1,1,1,5,3,6,4,4,4,2,2,12,1,NA,1,1,12,NA,29,1,1,NA,2,1,3,4,3,90,1,11,NA,3,3,2,1,1,269,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",2641,2,1,1,3,2,2,1,1,2,2,1,0,NA,2,1,3,3,3,3,4,3,2,27,3,4,4,4,4,33,2,4,1,2,3,1,5,8,10,6,1,6,6,6,5,1,3,2,4,4,4,3,3,4,4,2,1,1,5,4,3,3,4,5,4,2,5,2,4,3,3,3,3,3,3,3,5,1,5,1,1,1,3,1,2,2,NA,1,1,2,NA,67,1,1,NA,2,1,4,3,3,73,NA,8,NA,3,3,2,3,1,79,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",2651,2,1,2,2,2,2,2,2,2,2,1,40,2,2,4,4,3,1,1,1,1,1,NA,2,4,2,4,4,36,2,1,4,3,2,3,2,10,10,8,1,2,1,2,5,5,4,2,1,4,4,4,4,4,4,2,1,1,5,3,3,3,5,5,3,4,3,1,1,1,1,1,1,1,1,1,5,5,5,4,3,1,2,2,2,1,NA,1,1,2,1,42,1,1,NA,2,1,4,3,7,NA,NA,9,NA,3,3,3,1,1,403,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",2661,3,2,NA,4,2,1,2,2,2,3,2,50,2,2,1,4,3,2,1,3,3,3,27,NA,NA,NA,NA,NA,NA,2,4,3,2,1,NA,5,5,5,1,1,5,7,3,1,1,NA,2,1,4,4,3,2,4,4,1,1,1,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,5,5,3,1,2,1,2,1,6,NA,1,4,99,NA,45,1,1,NA,NA,NA,NA,NA,3,91,1,13,2,NA,3,3,2,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",2671,3,2,2,4,1,4,1,4,1,2,3,35,2,3,1,4,3,2,3,3,3,1,28,3,3,2,3,4,36,3,1,4,3,2,1,5,8,4,2,1,2,4,7,2,1,1,2,4,4,3,4,3,4,4,1,2,4,3,1,1,4,3,1,4,3,4,3,1,1,1,2,4,4,4,1,3,2,5,3,3,2,3,3,8,2,NA,1,2,8,1,44,1,1,NA,1,2,3,4,3,91,1,17,1,1,5,5,1,1,36,1,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",2681,2,2,1,2,2,2,2,2,2,2,1,0,2,4,1,4,3,1,1,1,1,1,NA,4,4,4,2,4,32,3,1,2,4,3,3,1,10,9,6,1,1,9,1,3,1,2,1,4,4,3,2,3,3,3,1,1,1,5,5,3,3,4,4,3,2,5,3,1,1,1,1,1,1,4,4,5,5,5,4,3,1,2,3,2,1,NA,1,1,2,1,49,1,1,NA,2,1,4,3,3,90,1,15,1,2,5,5,3,1,36,1,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",2691,1,2,1,1,2,2,2,2,2,2,1,NA,2,3,1,3,4,4,4,4,4,4,28,4,4,4,4,4,34,3,2,3,4,1,2,1,8,7,8,2,5,6,3,2,1,3,2,4,4,4,4,4,4,4,NA,NA,4,5,5,5,3,3,3,3,3,5,2,1,1,1,1,1,1,1,1,5,5,5,1,1,2,2,2,12,1,NA,1,1,12,1,60,2,1,NA,2,1,3,4,2,92,1,15,1,2,3,2,NA,1,465,1,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",2701,1,1,1,1,3,2,2,2,2,3,2,0,1,2,1,4,3,2,2,3,3,3,28,3,2,3,3,4,36,2,2,1,4,3,3,1,5,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,1,1,5,4,1,1,1,1,1,1,1,1,4,5,5,1,1,1,2,1,23,1,NA,1,2,2,NA,38,NA,1,NA,1,2,3,4,3,90,1,17,1,3,3,3,1,1,385,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",2711,4,3,4,2,1,3,2,1,2,3,2,0,2,3,1,3,3,3,4,3,2,1,26,3,4,2,1,2,33,3,3,4,1,2,1,8,5,4,3,1,6,3,10,1,1,1,1,4,2,3,3,2,4,4,2,1,6,4,3,4,4,3,3,2,NA,3,4,2,2,1,1,2,1,2,4,2,4,4,2,1,1,3,1,23,5,NA,NA,4,22,1,25,1,1,NA,2,1,4,3,3,91,1,11,2,NA,3,3,3,1,297,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",2721,2,2,1,3,1,1,1,1,1,1,2,40,2,2,1,4,4,4,4,3,2,2,26,4,4,4,4,3,32,2,3,2,1,4,1,5,5,5,1,1,1,5,5,1,1,1,NA,4,4,4,4,1,4,4,1,1,3,2,2,3,3,5,5,1,3,5,4,4,2,1,1,1,1,1,1,2,3,6,1,1,1,3,1,23,1,NA,1,1,19,1,20,1,1,NA,4,2,1,3,3,96,1,12,2,3,3,2,1,1,391,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",2731,2,2,1,3,4,4,3,2,2,NA,3,99,2,2,1,NA,2,1,3,4,3,4,29,2,1,2,3,2,35,2,4,3,2,1,1,7,4,5,6,5,8,5,8,4,7,NA,3,2,2,3,3,2,4,3,3,1,6,4,2,2,3,5,4,2,4,4,3,2,2,2,2,2,2,2,2,5,1,3,1,1,1,2,3,23,6,NA,1,2,1,4,42,1,1,NA,1,2,4,3,6,NA,NA,12,NA,5,3,5,3,1,165,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",2741,3,2,2,3,3,3,2,2,2,3,2,0,2,2,1,2,3,3,2,3,3,2,28,2,2,2,2,3,36,2,1,3,4,2,2,7,5,3,1,1,5,1,5,5,2,2,3,4,3,3,3,3,3,3,3,3,5,4,2,2,4,4,4,4,2,2,3,4,3,3,3,1,1,4,4,4,3,5,3,3,2,2,2,8,5,NA,1,2,8,1,23,2,1,NA,1,2,3,4,3,91,1,16,1,5,3,3,2,1,297,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",2751,5,1,9,1,1,1,1,1,1,1,1,5,2,3,1,4,2,1,1,1,1,1,NA,4,3,3,3,4,32,2,2,1,3,4,3,10,10,10,10,1,1,10,1,10,1,3,1,3,4,4,1,3,1,1,1,1,1,5,5,5,5,5,5,4,1,4,2,1,1,1,1,1,1,4,3,4,1,5,1,3,1,3,1,6,1,NA,1,1,9,1,19,4,4,NA,2,4,1,3,3,90,1,12,2,4,4,7,3,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",2761,2,2,1,2,3,3,3,3,3,3,2,40,2,2,3,1,1,3,3,3,3,3,27,3,3,2,3,3,35,3,4,3,1,2,1,5,5,4,3,1,4,2,7,2,2,2,4,4,4,4,3,4,4,4,3,3,7,5,4,4,4,5,4,4,1,5,1,4,2,2,2,2,2,2,2,2,5,5,4,3,3,2,2,1,2,NA,1,4,21,1,50,1,1,NA,4,3,1,2,2,98,NA,16,1,2,3,1,3,1,447,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",2771,4,3,22,4,3,3,1,1,3,3,2,65,1,3,2,4,3,3,3,4,4,4,27,2,3,3,2,2,34,3,1,3,4,2,1,8,6,6,5,1,8,5,6,5,3,3,1,1,1,3,4,3,3,2,2,2,5,3,5,1,1,2,3,4,1,5,2,2,2,2,2,2,2,2,3,5,5,6,4,1,1,3,3,1,2,NA,2,2,1,NA,73,2,1,NA,2,3,1,4,3,75,NA,20,1,3,3,2,NA,1,79,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",2781,4,2,11,2,4,4,1,1,4,3,2,30,1,2,3,3,3,1,1,4,1,1,27,1,4,4,4,4,35,3,3,1,4,2,1,3,8,8,4,1,7,9,6,5,4,1,1,4,4,4,3,3,4,4,1,1,2,3,4,3,1,4,3,3,3,5,2,1,3,1,3,1,3,1,1,5,3,5,4,3,1,2,3,12,1,NA,1,1,2,1,44,2,1,NA,1,2,3,4,3,90,1,15,1,NA,3,5,3,1,269,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",2791,3,2,2,3,2,2,1,1,2,1,1,25,2,3,1,4,3,3,2,2,3,1,26,3,4,2,2,4,33,3,4,3,2,1,1,3,3,4,4,1,3,4,3,1,1,2,3,4,4,4,4,2,4,4,4,4,4,3,2,2,2,4,5,4,1,4,2,1,2,2,4,1,4,4,4,4,5,5,2,2,1,1,2,2,4,NA,2,2,11,1,48,1,1,NA,2,1,4,3,3,90,1,15,1,NA,NA,5,3,1,36,1,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",2801,2,1,1,2,2,2,1,2,1,1,2,50,2,2,1,2,2,2,3,4,3,3,27,2,1,2,3,2,35,3,4,3,1,2,1,6,3,4,5,1,4,3,7,1,3,1,1,4,2,4,3,3,4,4,2,1,6,4,4,2,3,5,5,2,2,3,4,4,4,1,4,1,1,4,4,2,3,5,4,2,1,3,1,23,4,NA,1,2,1,1,36,2,1,NA,1,2,3,4,9,NA,NA,18,1,2,3,1,2,1,297,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",2811,2,2,NA,2,2,2,1,2,2,2,2,0,NA,2,1,1,3,3,2,2,3,2,NA,3,4,3,3,4,NA,2,2,4,3,1,NA,7,8,8,5,1,5,6,5,4,1,3,2,1,3,2,3,1,1,3,1,1,4,4,4,4,3,5,4,3,3,5,1,1,1,2,2,1,1,2,1,4,1,5,3,3,3,3,1,23,1,NA,1,2,1,1,42,2,1,NA,1,2,4,3,3,92,1,11,NA,3,4,5,3,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",2821,1,1,5,3,2,2,1,2,2,2,1,0,2,4,1,3,4,4,4,4,4,4,25,4,4,4,4,4,33,2,1,4,2,3,2,6,8,6,6,1,7,7,7,3,1,3,2,1,4,4,4,4,4,4,1,1,3,5,3,3,3,5,5,3,2,4,3,1,3,1,3,1,2,2,3,4,3,3,2,1,0,3,1,9,1,NA,1,4,22,1,40,1,1,NA,2,1,3,4,3,90,1,10,NA,3,3,4,3,1,79,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",2831,3,1,1,2,2,2,2,2,2,2,2,20,2,4,1,3,2,1,2,4,3,1,27,2,4,4,4,4,36,2,1,2,4,3,3,1,9,6,5,1,3,6,3,5,1,1,1,2,4,2,3,2,2,4,1,1,3,5,3,4,5,5,5,4,1,5,3,1,1,1,1,1,1,1,1,4,6,6,3,3,1,1,1,2,1,NA,1,1,2,2,56,2,1,NA,2,4,3,1,8,NA,NA,12,2,4,6,3,1,1,57,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",2841,1,1,2,2,2,2,2,1,2,2,1,40,2,2,1,2,4,2,2,1,2,1,NA,4,4,1,1,4,36,2,4,1,3,2,1,6,1,8,5,1,6,1,6,1,1,4,2,2,4,4,2,4,4,4,2,2,4,4,4,2,2,5,1,2,4,5,3,4,3,2,2,1,4,4,1,3,5,5,1,2,1,2,2,2,4,NA,1,2,22,1,22,2,1,NA,4,2,1,3,3,93,1,12,2,5,3,3,1,1,214,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",2851,4,3,5,3,3,3,3,3,3,3,1,50,2,3,4,4,3,2,2,2,1,3,29,3,2,3,2,3,34,3,1,4,2,3,1,5,5,7,3,1,5,8,2,1,2,2,3,5,3,1,2,1,1,1,3,2,2,5,2,4,4,1,2,3,3,3,2,2,2,2,2,2,3,2,2,2,4,5,4,3,3,2,2,2,2,NA,2,1,2,1,46,3,2,NA,2,3,1,4,3,92,1,16,1,3,3,4,3,1,447,1,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",2861,1,1,11,2,3,3,2,3,3,3,3,99,1,3,3,2,3,3,3,3,3,2,28,3,3,3,3,3,35,2,4,3,2,1,1,5,7,9,1,5,5,3,8,1,5,3,4,4,4,4,4,4,4,4,1,1,1,5,5,5,4,5,5,4,4,5,3,4,1,1,2,2,1,1,2,5,6,4,3,1,1,3,3,23,1,NA,1,4,22,1,37,4,1,NA,1,3,4,2,6,NA,NA,12,NA,5,2,1,3,1,447,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",2871,2,1,2,1,1,1,1,1,1,1,1,0,1,2,4,4,3,1,1,4,3,1,27,1,4,1,3,4,33,2,3,1,4,2,1,1,9,6,7,1,1,1,3,9,1,3,1,4,4,3,3,4,1,4,3,1,4,4,3,3,4,5,4,3,2,5,4,1,1,1,3,1,3,1,1,4,5,5,2,3,0,2,1,8,1,NA,1,2,10,NA,30,1,1,NA,1,2,4,3,7,NA,NA,17,1,2,4,3,1,1,139,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",2881,2,2,2,2,2,2,2,2,1,2,2,0,2,3,1,4,4,3,3,3,2,2,26,3,3,3,2,3,36,1,1,2,4,3,2,3,10,8,5,1,1,9,2,1,1,2,2,4,3,3,2,3,3,3,1,1,1,4,2,4,2,5,4,4,1,3,1,1,1,1,1,1,1,1,1,2,4,5,3,3,1,2,2,2,1,NA,1,4,21,1,18,2,1,NA,2,1,3,4,11,NA,NA,12,2,5,4,4,3,1,297,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",2891,1,1,16,4,1,1,1,1,1,2,2,99,1,2,1,1,4,2,2,2,2,2,27,3,4,3,4,4,36,1,3,1,4,2,3,8,5,4,7,1,4,3,5,6,2,4,3,2,4,4,4,4,4,4,3,3,4,2,2,1,2,3,4,3,1,1,1,3,1,2,2,2,1,3,1,3,5,5,1,1,1,2,3,22,4,NA,1,2,10,1,41,2,2,NA,2,1,4,3,10,NA,NA,12,NA,3,4,5,1,1,135,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",2901,1,1,1,2,2,3,2,3,2,2,2,40,NA,2,3,4,4,4,2,3,3,2,28,2,4,2,1,3,33,2,4,1,3,2,2,1,7,7,5,1,6,8,7,4,2,1,2,4,4,4,4,4,3,4,3,1,3,4,2,2,2,5,5,3,2,4,2,1,1,1,3,1,1,4,1,5,2,6,3,4,2,2,1,2,1,NA,1,1,2,1,36,2,2,NA,2,1,4,3,7,NA,NA,14,2,2,3,3,2,1,365,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",2911,2,2,2,2,4,4,4,4,4,4,2,50,1,3,4,1,1,4,4,4,4,4,NA,1,3,1,2,2,NA,NA,4,1,3,2,NA,8,1,3,4,1,8,3,3,1,1,4,2,2,3,4,4,4,4,4,2,2,4,5,5,5,5,5,5,4,3,5,3,2,2,2,2,2,2,2,2,5,5,5,1,1,1,2,2,4,2,NA,2,4,4,4,62,2,2,NA,1,2,4,3,9,NA,NA,25,1,3,6,3,NA,1,125,1,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",2921,5,1,1,1,2,2,1,1,3,2,3,30,1,3,4,2,1,3,4,2,2,1,26,2,3,2,3,3,33,3,3,4,2,1,1,6,7,5,5,1,8,4,9,1,4,2,2,4,3,3,2,2,4,4,1,1,4,4,3,3,4,5,3,3,2,3,2,2,2,1,2,1,1,1,1,2,3,5,2,3,1,2,2,2,1,NA,1,1,2,1,50,3,2,NA,2,1,4,3,1,56,NA,16,1,2,4,4,1,1,297,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",2931,1,1,1,2,1,1,1,1,1,1,2,0,2,2,1,4,3,1,1,4,3,1,27,4,4,4,4,4,32,2,2,1,3,4,1,1,10,10,1,1,5,10,1,1,1,4,1,4,4,4,4,1,1,4,1,1,1,5,3,3,3,5,5,4,2,2,4,1,1,2,1,1,1,1,1,4,6,6,3,4,2,2,1,2,1,NA,1,1,2,2,24,2,1,NA,1,4,2,3,6,NA,NA,14,2,4,5,4,1,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",2941,1,2,16,2,2,2,2,2,2,2,1,0,2,2,1,4,3,1,1,3,3,1,NA,3,4,2,2,4,33,2,1,3,4,2,1,4,7,6,7,1,3,4,1,1,4,3,2,3,4,3,4,4,1,1,1,3,4,5,1,1,5,5,5,4,2,5,1,3,1,1,3,1,1,4,4,4,5,6,4,3,1,2,3,5,1,NA,1,1,5,1,57,4,2,NA,2,4,1,3,10,NA,NA,10,NA,4,5,4,2,1,403,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",2951,1,4,13,3,3,3,3,3,3,3,3,0,1,2,3,3,3,4,4,4,4,4,NA,1,1,1,1,1,NA,NA,3,4,2,1,1,8,3,3,1,7,7,3,6,1,8,4,3,4,4,4,4,4,4,4,4,2,7,5,5,5,5,5,5,3,3,5,4,2,2,2,2,2,2,2,2,4,6,6,1,1,1,1,3,NA,2,NA,2,2,NA,2,34,1,1,NA,1,4,2,3,6,NA,NA,16,1,NA,5,5,1,1,398,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",2961,2,2,2,2,2,2,2,2,2,2,1,30,1,3,2,4,3,2,2,2,3,1,28,2,4,2,2,2,33,3,3,4,2,1,1,2,NA,5,10,1,2,2,5,1,8,2,3,1,2,3,2,3,4,4,2,1,4,4,3,3,1,4,4,4,2,4,4,1,3,1,2,1,1,4,1,4,5,5,3,3,1,2,3,8,1,NA,1,2,8,1,41,1,1,NA,1,4,2,3,3,93,1,15,1,1,4,4,2,1,36,1,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",2971,1,3,12,3,3,2,1,3,1,NA,2,40,2,3,2,3,3,3,2,3,4,2,28,2,3,2,2,3,33,2,4,3,1,2,1,8,6,5,6,1,9,4,7,5,2,1,3,4,3,3,4,3,4,3,2,4,6,3,2,4,2,5,4,4,4,5,3,2,2,1,2,2,1,2,1,4,6,6,2,2,1,2,2,8,2,NA,1,2,8,1,25,2,1,NA,1,2,3,4,5,94,NA,18,1,2,3,2,1,1,447,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",2981,1,1,1,2,1,2,2,2,2,2,2,35,NA,3,1,3,2,1,2,2,1,2,27,3,4,3,3,4,33,1,1,2,3,4,3,1,8,7,10,1,1,8,1,6,2,NA,1,3,4,3,2,4,4,4,4,4,1,5,2,2,3,5,5,4,2,5,1,1,1,1,4,4,1,4,4,4,5,1,3,3,1,2,1,6,1,NA,1,1,6,4,25,4,4,NA,2,4,3,1,10,NA,NA,8,NA,5,3,2,2,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",2991,1,1,1,2,4,4,4,4,4,4,1,40,1,3,1,4,3,4,3,4,4,2,25,2,2,2,4,4,35,3,1,3,4,2,1,2,6,4,5,1,1,7,7,5,1,1,2,4,4,4,4,3,4,4,1,1,4,NA,NA,NA,NA,NA,NA,4,3,3,2,1,1,3,3,1,1,2,3,NA,5,5,1,1,1,3,2,22,4,NA,1,4,22,1,36,2,1,NA,1,2,3,4,6,NA,NA,12,NA,4,3,1,2,1,79,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",3001,3,2,1,3,3,3,2,3,2,3,3,50,1,2,1,2,3,3,3,4,3,2,27,3,4,3,3,4,36,3,1,4,2,3,2,8,8,7,5,1,8,6,8,5,2,2,2,4,4,4,4,4,4,4,3,3,2,5,4,3,3,5,4,2,1,2,2,4,3,3,3,3,3,3,3,NA,3,3,1,1,1,1,2,23,2,NA,NA,4,22,1,52,1,1,NA,1,2,3,4,3,97,1,15,1,1,5,8,3,1,135,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",3011,1,1,11,4,3,3,2,2,3,2,2,10,2,3,3,3,4,1,1,3,3,1,27,2,2,2,3,1,35,4,1,4,2,3,1,7,1,5,2,1,3,1,9,1,1,4,4,1,4,4,3,3,3,2,2,1,4,5,4,4,4,5,5,4,4,5,2,2,4,4,2,1,1,2,4,1,5,5,4,4,1,2,3,4,3,NA,1,2,4,1,26,1,1,NA,1,4,2,3,6,NA,NA,17,1,5,3,3,1,1,447,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",3021,1,1,1,1,1,1,1,1,1,1,1,0,2,4,1,4,1,1,1,1,1,1,NA,4,4,4,4,4,33,3,1,3,2,4,1,1,7,7,1,1,8,1,8,1,1,3,1,4,2,2,4,1,1,4,3,1,3,1,1,1,1,1,1,4,3,5,4,1,1,1,1,1,1,4,4,5,5,5,3,2,2,2,1,2,1,NA,1,2,8,1,44,1,1,NA,2,1,3,4,10,NA,NA,11,NA,3,4,4,1,1,387,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
