"","caseid","id_svv_2","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","a90","a91","a92","a93","a94","a95","a96","a97","b6","b7","b11","b13","b15","b17","b19","b21","b23","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","b59","b60","b61","b62","b63","b64","b66","b67","b69","b70","b71","b72","b73","b75","b78","b81","b84","b87","b89","b91","b93","c6","c9","c12","c15","c18","c21","c24","c27","c28","c29","c30","c31","c32","c33","c34","c36","c38","c40","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c56","c57","c60","c62","c63","c65","c67","c68","c69","c72","c75","c77","c78","c80","c81","c82","c84","c86","c87","c88","c89","c90","c93","c94","day","month","origin","d5","d6","d8","d10","d11","d13","d14","d15","d16","d17","d18","d19","d20","d21","d23","d24","d25","d26","d27","d28","d29","d30","d31","d33","d34","d36","d37","d38","d40","sevev"
"443",488,801,2,3,37,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,4,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,3,3,3,2,1,2,4,NA,3,3,NA,NA,NA,3,7,5,5,5,1,1,4,60,5,5,3,5,3,7,1,6,2,4,3,1,1,3,1,3,5,4,4,5,2,5,2,3,2,2,3,2,3,1,NA,7,6,4,5,7,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,NA,4,NA,2,3,4,NA,NA,3,NA,1,1,4,1,5,NA,NA,1,16,90,70,50,50,35,20,15,2,80,50,30,50,30,70,50,8,5,3,5,3,8,5,27,5,16,2,1,1,2,4,3,NA,NA,NA,NA,1,2,1,32,2,1,NA,NA,NA,NA,NA,NA,69,1,20,1,"00",5,NA,3,4,2,1,1,1,120,1,2,9,3,8,1,16,15,2,5,3,2,1,3,4,5,5,2,19,3,4,2,3,1,1,2,2,32,1,19,1,1,4,4,1
"444",489,721,3,4,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,2,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2,3,4,2,3,2,3,NA,2,4,NA,NA,NA,3,5,6,5,4,7,5,7,NA,7,7,5,8,6,10,5,7,5,5,3,NA,1,3,2,NA,5,3,3,5,3,5,2,1,1,2,3,2,2,2,NA,5,6,5,5,5,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,2,3,4,NA,NA,2,NA,3,2,6,2,4,NA,NA,1,97,70,70,70,NA,36,30,25,NA,50,70,40,50,50,50,40,5,5,5,5,5,5,6,33,6,97,2,1,2,1,4,3,NA,NA,NA,NA,8,8,8,50,2,51,61,NA,NA,NA,NA,NA,51,51,12,2,"33",3,NA,3,4,3,1,1,2,327,1,2,9,3,4,1,3,10,3,1,3,2,5,5,4,5,5,5,18,5,3,5,5,5,4,NA,1,50,1,12,2,1,4,4,1
"445",490,325,5,4,20,NA,NA,NA,NA,NA,4,2,NA,NA,NA,3,4,NA,NA,1,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,4,4,4,2,2,NA,NA,2,4,NA,NA,NA,1,10,6,6,1,10,10,10,59,10,10,10,9,9,10,6,1,9,1,1,2,1,2,2,1,2,3,2,4,2,2,1,1,1,1,2,2,1,1,NA,5,10,5,9,10,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,NA,2,1,1,2,NA,4,NA,5,1,5,1,4,NA,NA,1,1,100,60,60,NA,20,10,12,NA,50,50,50,60,0,0,0,10,10,10,10,10,1,10,27,2,1,1,2,2,3,4,1,NA,NA,NA,NA,8,3,1,66,3,66,49,NA,NA,NA,NA,NA,66,66,10,NA,"45",3,NA,4,3,3,1,3,2,129,1,2,9,3,2,1,13,20,2,1,3,1,2,2,3,5,3,4,18,5,3,5,5,4,2,2,1,66,1,10,2,1,31,3,1
"446",491,802,3,3,17,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,2,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,3,3,3,2,1,3,NA,1,2,NA,NA,NA,2,5,8,1,9,1,1,4,62,4,8,2,2,4,6,1,8,1,1,3,1,3,1,3,1,5,2,2,5,3,4,3,4,1,1,4,1,1,1,NA,2,8,2,5,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,1,3,2,3,1,NA,2,NA,5,3,6,4,3,NA,NA,3,3,100,70,20,NA,36,21,18,NA,90,30,20,90,10,80,10,10,1,1,8,1,9,1,27,1,3,4,1,1,4,2,3,NA,NA,NA,NA,8,3,1,54,1,25,57,NA,NA,NA,NA,NA,25,25,14,2,"08",3,NA,4,3,NA,1,1,2,360,1,2,9,3,3,1,3,19,3,5,4,2,1,5,2,5,4,4,18,5,4,1,4,3,3,2,1,54,1,14,2,1,4,4,1
"447",492,730,4,4,17,NA,NA,NA,NA,NA,2,4,NA,NA,NA,4,4,NA,NA,2,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,1,3,3,2,2,2,2,NA,3,3,NA,NA,NA,3,1,3,3,1,7,1,8,65,2,3,2,4,8,5,4,6,5,4,5,NA,5,NA,2,3,3,3,3,3,3,3,1,1,1,2,1,4,3,4,NA,5,6,4,6,7,9,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,3,2,1,3,2,NA,4,NA,5,18,1,8,5,NA,NA,1,6,90,70,70,50,30,20,20,6,60,60,70,75,65,60,75,3,3,8,9,5,2,7,30,1,6,7,2,2,4,1,3,NA,NA,NA,NA,1,2,1,28,4,1,NA,NA,NA,NA,NA,NA,1,1,14,2,"08",3,NA,5,5,3,1,4,2,66,1,2,9,3,6,1,6,90,3,6,4,2,2,4,3,4,2,2,18,4,4,4,1,5,3,3,2,28,1,14,2,1,4,4,1
"448",493,632,4,3,17,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,4,NA,NA,2,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,1,3,2,2,3,2,2,NA,3,3,NA,NA,NA,3,4,6,5,6,5,6,10,65,5,6,5,7,10,6,5,4,5,4,3,2,3,2,3,2,3,3,3,2,3,3,1,2,1,2,1,2,2,1,NA,10,9,3,7,10,8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,3,2,2,1,3,1,NA,5,NA,2,27,1,8,5,NA,NA,1,7,60,50,40,50,15,15,10,15,60,60,70,75,80,75,70,6,7,9,10,6,5,6,30,3,7,8,2,1,4,2,3,NA,NA,NA,NA,8,3,2,29,4,1,NA,NA,NA,NA,NA,NA,70,70,14,2,"Y2",3,NA,3,8,3,1,4,2,68,1,2,9,3,8,1,7,90,2,16,4,1,1,1,1,4,4,3,19,NA,NA,NA,NA,NA,9,NA,2,29,1,13,2,1,3,4,1
"449",494,919,2,4,17,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,3,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,3,1,3,1,4,1,3,NA,3,4,NA,NA,NA,1,5,7,2,5,2,1,1,NA,1,5,1,5,2,5,1,5,NA,1,3,1,3,1,NA,NA,4,3,4,5,4,4,2,1,1,1,3,1,2,1,NA,5,5,5,5,5,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,3,2,3,1,3,2,NA,2,NA,5,2,3,4,5,NA,NA,1,98,100,70,0,NA,35,17,12,NA,80,0,0,80,30,90,0,10,1,1,3,1,7,1,32,1,3,1,2,4,1,2,3,NA,NA,NA,NA,8,2,8,47,2,1,NA,NA,NA,NA,NA,NA,61,61,16,1,"41",2,NA,5,6,3,1,2,2,213,1,2,9,3,7,1,3,33,3,1,4,1,2,2,4,5,4,4,18,5,4,2,2,4,3,2,1,47,1,16,2,1,5,4,1
"450",495,464,2,3,1,NA,NA,NA,NA,NA,2,4,NA,NA,NA,3,4,NA,NA,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,2,3,2,4,3,3,NA,2,2,NA,NA,NA,2,1,1,5,4,3,6,1,61,1,1,5,8,1,10,6,2,2,1,2,NA,2,1,2,1,5,2,3,1,3,5,3,2,1,2,2,2,1,2,NA,5,5,8,10,1,6,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,2,3,2,3,5,NA,NA,4,NA,4,1,6,1,4,NA,NA,1,2,100,0,0,NA,NA,NA,NA,NA,50,50,50,50,0,0,50,5,5,5,5,2,5,8,29,3,1,1,2,2,1,4,3,NA,NA,NA,NA,1,8,8,70,2,65,56,NA,NA,NA,NA,NA,65,65,12,2,"Y3",5,NA,3,2,4,1,1,2,135,1,2,9,3,1,2,NA,58,2,1,3,1,5,4,5,5,5,2,17,3,3,5,5,5,4,3,1,70,1,12,2,1,2,4,1
"451",496,339,2,3,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,3,3,3,2,1,1,4,NA,1,3,NA,NA,NA,3,8,5,2,4,3,3,2,59,9,5,1,8,2,8,3,4,6,4,1,2,1,3,1,3,5,3,4,3,4,5,4,4,2,2,4,2,2,1,NA,7,8,3,5,9,9,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,1,3,1,3,NA,2,NA,4,1,4,4,5,NA,NA,1,1,90,70,90,NA,40,20,15,NA,90,20,20,80,0,95,0,10,1,1,1,1,10,1,32,2,1,2,1,1,4,2,3,NA,NA,NA,NA,8,2,1,61,1,1,NA,NA,NA,NA,NA,NA,25,25,12,2,"17",2,NA,5,4,2,1,1,2,4,1,2,9,3,9,1,5,91,NA,1,3,2,5,3,3,5,3,4,15,5,4,5,4,5,3,3,1,61,1,12,2,1,31,3,1
"452",497,463,4,3,21,NA,NA,NA,NA,NA,3,4,NA,NA,NA,3,4,NA,NA,2,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2,2,4,4,3,1,2,NA,3,2,NA,NA,NA,3,4,4,4,5,5,5,2,NA,5,5,5,5,3,7,5,4,4,6,5,NA,5,NA,5,NA,1,5,4,4,4,4,2,2,2,1,1,1,1,1,NA,5,5,5,6,6,10,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,NA,5,NA,3,1,1,2,NA,3,NA,5,1,5,2,4,NA,NA,1,97,100,50,0,NA,35,20,15,NA,50,50,50,50,100,0,100,6,6,7,7,7,4,8,NA,6,97,15,2,1,2,4,3,NA,NA,NA,NA,8,8,1,55,3,27,64,NA,NA,NA,NA,NA,27,27,22,1,"Y6",1,NA,7,7,3,1,3,2,NA,1,2,9,3,3,1,5,99,2,1,3,2,5,5,5,5,5,5,18,3,3,5,3,3,3,3,1,55,1,20,2,1,2,4,1
"453",498,631,3,3,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,3,4,NA,NA,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,4,4,2,3,1,3,NA,2,4,NA,NA,NA,2,8,6,6,4,6,6,6,59,7,4,5,7,6,10,7,4,6,7,1,2,3,1,1,3,4,3,1,5,2,4,2,2,2,2,4,2,1,1,NA,7,8,3,6,5,8,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,4,NA,1,3,4,NA,NA,4,NA,6,1,6,4,5,NA,NA,1,97,80,50,50,NA,38,18,15,NA,70,70,80,60,80,70,70,6,7,5,5,7,6,7,31,2,97,2,1,2,1,4,3,NA,NA,NA,NA,1,2,1,60,2,1,NA,NA,NA,NA,NA,NA,22,3,14,1,"08",3,NA,3,2,3,1,1,2,424,1,2,9,3,9,1,99,36,2,NA,4,1,2,5,5,4,3,4,17,1,4,2,4,4,2,1,NA,60,1,15,2,1,3,4,1
"454",499,925,3,2,17,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,2,NA,NA,4,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,3,3,4,2,2,2,4,NA,3,3,NA,NA,NA,4,10,8,1,8,1,1,1,59,10,8,1,10,1,10,5,7,1,1,1,3,1,3,1,2,4,4,2,2,4,4,3,4,1,1,4,2,2,1,NA,0,10,4,5,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,2,1,2,NA,1,NA,5,1,5,2,3,NA,NA,1,1,100,100,100,NA,35,15,15,NA,80,50,50,50,10,80,10,8,1,1,1,3,6,1,27,2,1,2,2,1,2,4,3,NA,NA,NA,NA,8,8,8,31,1,1,NA,NA,NA,NA,NA,NA,1,17,14,2,"73",NA,NA,3,4,3,1,1,2,94,1,2,9,3,6,1,1,15,2,5,4,1,4,4,2,2,2,4,16,4,2,2,4,3,3,4,1,31,1,14,2,1,5,4,1
"455",500,349,3,2,23,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,3,4,4,4,4,4,4,NA,1,2,NA,NA,NA,3,10,8,1,7,2,2,5,NA,10,8,1,9,5,10,2,4,2,5,1,3,3,1,1,3,5,3,3,3,3,5,NA,1,2,2,1,1,1,2,NA,5,10,10,10,8,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,2,1,2,3,2,NA,2,NA,5,1,5,4,5,NA,NA,2,1,100,90,50,NA,37,22,14,NA,100,50,10,10,10,50,10,10,1,1,5,2,8,1,27,2,3,2,1,1,4,2,3,NA,NA,NA,NA,8,3,1,54,2,16,57,NA,NA,NA,NA,NA,25,25,12,2,"33",3,NA,5,4,3,1,2,2,366,1,2,9,3,3,1,1,15,2,5,4,1,3,2,3,4,4,4,18,3,5,2,3,5,1,1,2,54,1,NA,2,1,31,3,1
"456",501,808,3,4,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,4,NA,NA,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,4,4,2,1,1,4,NA,1,2,NA,NA,NA,3,10,1,1,1,7,1,1,59,1,1,1,1,1,10,1,1,1,1,2,1,1,3,1,2,5,5,5,5,5,5,NA,1,1,1,4,3,1,1,NA,5,7,3,8,6,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,5,NA,2,3,5,NA,NA,3,NA,5,1,6,2,5,NA,NA,2,1,100,60,70,NA,15,10,10,NA,100,0,30,80,20,50,20,10,10,10,10,10,10,10,27,2,1,97,2,1,2,4,3,NA,NA,NA,NA,8,3,1,51,2,61,55,NA,NA,NA,NA,NA,61,61,11,NA,"45",4,NA,3,4,3,1,2,2,274,1,2,9,3,1,1,1,36,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,3,1,2,1,51,1,11,2,1,4,4,1
"457",502,927,2,3,14,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,4,5,4,2,2,2,4,NA,1,2,NA,NA,NA,2,6,7,4,10,1,1,1,62,6,6,1,NA,5,NA,1,8,NA,2,2,NA,1,NA,1,3,4,3,3,3,4,5,3,3,2,1,1,1,1,1,NA,0,8,5,5,7,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,1,2,NA,3,1,2,NA,1,NA,5,2,3,4,5,NA,NA,1,8,100,50,50,20,37,20,24,6,80,80,60,40,50,40,20,7,7,4,3,5,9,3,32,7,8,2,1,1,4,2,3,NA,NA,NA,NA,1,8,8,58,2,25,50,NA,NA,NA,NA,NA,25,16,17,1,"65",2,NA,7,2,3,1,1,2,101,1,2,9,3,3,1,8,15,3,6,4,1,3,2,4,4,4,4,95,4,4,4,2,4,1,1,2,58,1,16,2,1,5,4,1
"458",503,NA,5,2,21,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,2,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,1,3,3,3,3,3,2,NA,3,3,NA,NA,NA,3,1,10,8,2,2,6,5,60,1,10,6,4,8,5,6,5,4,5,2,3,1,3,1,3,3,3,4,3,3,3,1,2,2,2,2,2,2,2,NA,5,8,5,5,8,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,2,3,2,2,1,NA,5,NA,5,2,3,2,5,NA,NA,1,2,80,70,60,NA,30,20,15,NA,60,70,65,70,75,70,60,1,10,5,4,3,2,2,28,3,2,1,2,2,1,4,3,NA,NA,NA,NA,1,2,1,20,2,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"16",3,NA,5,7,3,1,3,2,66,1,2,9,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"459",504,356,4,3,1,NA,NA,NA,NA,NA,4,4,NA,NA,NA,2,4,NA,NA,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,2,3,1,4,1,NA,2,2,NA,NA,NA,3,4,4,6,5,7,6,6,63,5,5,6,3,5,5,4,4,7,5,5,NA,3,2,5,NA,5,4,4,5,5,4,3,1,1,1,4,1,1,1,NA,5,4,4,4,5,8,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,4,NA,2,3,4,NA,NA,4,NA,1,10,1,8,5,NA,NA,1,5,85,75,80,80,33,18,25,7,85,85,85,85,75,70,40,5,5,NA,NA,NA,NA,NA,NA,3,5,5,2,2,1,4,3,NA,NA,NA,NA,8,8,8,44,2,1,NA,NA,NA,NA,NA,NA,31,66,16,2,"17",NA,NA,6,12,3,1,4,2,301,1,2,9,3,11,1,7,57,3,1,4,1,2,3,3,4,4,4,20,4,4,2,3,2,3,4,NA,44,1,15,2,1,31,3,1
"460",505,363,5,4,33,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,2,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,1,3,3,4,2,4,1,NA,1,2,NA,NA,NA,1,1,1,1,1,2,1,2,NA,1,1,1,1,10,1,1,1,10,2,5,NA,5,NA,5,NA,5,5,5,5,5,5,3,1,1,4,1,4,4,1,NA,10,1,2,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,5,NA,1,NA,1,8,5,NA,NA,2,14,0,0,0,100,0,0,0,45,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,25,14,1,2,4,2,1,3,NA,NA,NA,NA,8,3,8,54,4,1,NA,NA,NA,NA,NA,NA,28,28,12,2,"97",5,NA,6,16,1,1,4,2,301,1,2,9,3,9,1,14,90,4,6,4,2,2,2,3,4,2,5,20,5,3,4,5,5,1,2,1,54,1,12,2,1,31,3,1
"461",506,934,5,4,23,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,1,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,4,1,3,2,2,4,1,NA,3,4,NA,NA,NA,3,3,3,4,3,6,8,3,64,4,4,4,2,4,10,8,4,5,5,2,NA,5,NA,2,NA,3,3,5,5,3,4,4,1,1,2,2,1,1,1,NA,8,6,3,2,5,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,5,NA,2,2,5,NA,NA,5,NA,4,1,5,1,3,NA,NA,1,4,75,50,90,30,30,20,20,12,50,30,50,40,20,80,0,2,3,3,2,6,2,2,36,3,4,5,2,2,3,1,4,NA,NA,NA,NA,1,2,1,58,2,27,64,NA,NA,NA,NA,NA,16,27,15,2,"",4,NA,7,4,3,1,2,2,333,1,2,9,3,3,1,96,99,4,1,2,2,4,3,4,4,4,4,18,3,3,3,4,4,3,3,2,58,1,12,2,1,5,4,1
"462",507,630,3,2,23,NA,NA,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,1,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,3,4,4,3,2,2,3,NA,2,3,NA,NA,NA,2,10,9,2,2,5,8,2,59,10,8,1,8,5,10,9,7,6,5,1,2,1,3,1,3,3,3,3,2,2,3,3,2,2,1,1,1,1,1,NA,5,9,5,5,5,10,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,3,1,2,NA,3,NA,5,2,5,2,3,NA,NA,2,1,100,100,0,NA,41,20,16,NA,100,50,2,80,10,80,50,10,1,8,8,1,5,5,27,2,2,1,2,1,2,4,3,NA,NA,NA,NA,8,8,1,69,2,1,NA,NA,NA,NA,NA,NA,56,56,12,2,"Y3",3,NA,3,2,3,1,2,2,257,1,2,9,3,8,1,1,16,3,6,3,2,1,4,2,2,2,5,20,4,1,4,4,1,3,1,1,69,1,12,2,1,3,4,1
"463",508,773,3,3,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,3,4,NA,NA,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,4,4,2,NA,3,3,NA,2,4,NA,NA,NA,3,7,7,1,6,1,1,1,59,7,6,1,5,1,6,1,6,1,1,1,3,1,3,1,3,4,3,3,5,3,3,3,3,2,2,3,1,1,2,NA,5,7,4,5,7,6,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,4,NA,1,3,4,NA,NA,3,NA,1,NA,6,2,5,NA,NA,1,1,80,60,60,NA,35,20,15,NA,80,30,30,40,40,70,30,9,3,2,2,2,7,1,27,2,1,1,2,2,1,4,3,NA,NA,NA,NA,8,8,1,40,2,1,NA,NA,NA,NA,NA,NA,1,1,17,1,"00",3,NA,4,5,3,1,2,2,224,1,2,9,3,6,1,1,11,2,2,4,1,3,4,2,5,3,5,18,4,4,4,4,3,1,2,2,40,1,17,2,1,4,4,1
"464",509,NA,5,4,17,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,2,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,1,4,4,3,1,1,1,NA,2,4,NA,NA,NA,1,1,1,1,1,1,1,8,65,1,1,1,1,7,1,1,1,1,1,5,NA,5,NA,5,NA,3,3,3,3,3,3,2,4,4,4,4,4,4,4,NA,9,0,0,0,10,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,5,NA,3,19,1,NA,5,NA,NA,2,6,60,50,70,100,25,3,7,6,90,60,40,30,65,90,30,1,1,1,1,1,1,1,29,7,6,7,5,2,4,3,1,NA,NA,NA,NA,8,3,8,20,4,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"42",5,NA,3,2,3,1,4,2,66,1,2,9,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"465",510,368,3,4,17,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,4,3,1,3,2,3,NA,4,4,NA,NA,NA,2,7,5,2,5,2,3,1,59,8,5,2,10,2,8,2,5,2,2,3,1,5,NA,1,3,5,4,3,3,5,5,3,4,2,2,2,2,2,2,NA,3,5,5,5,10,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,1,3,1,2,NA,3,NA,5,1,5,4,4,NA,NA,1,97,80,80,30,NA,30,15,10,NA,70,50,30,30,50,50,10,7,4,2,2,4,6,3,27,2,1,3,1,1,4,2,3,NA,NA,NA,NA,8,2,1,32,2,1,NA,NA,NA,NA,NA,NA,16,16,16,2,"31",3,NA,4,4,3,1,1,2,422,1,2,9,3,9,1,1,10,2,1,3,1,3,2,2,4,3,3,18,3,3,3,3,3,2,2,2,33,1,16,2,1,31,3,1
